,Rk_g_y1,Player,Age_g_y1,Team_g_y1,Pos_g_y1,G_g_y1,GS_g_y1,MP_g_y1,FG_y1,FGA_y1,FG%_y1,3P_y1,3PA_y1,3P%_y1,2P_y1,2PA_y1,2P%_y1,eFG%_y1,FT_y1,FTA_y1,FT%_y1,ORB_y1,DRB_y1,TRB_y1,AST_y1,STL_y1,BLK_y1,TOV_y1,PF_y1,PTS_y1,Season_y1,Age_a_y1,MP_a_y1,PER_y1,TS%_y1,3PAr_y1,FTr_y1,ORB%_y1,DRB%_y1,TRB%_y1,AST%_y1,STL%_y1,BLK%_y1,TOV%_y1,USG%_y1,OWS_y1,DWS_y1,WS_y1,WS/48_y1,OBPM_y1,DBPM_y1,BPM_y1,VORP_y1,FG_p_y1,FGA_p_y1,FG%_p_y1,3P_p_y1,3PA_p_y1,3P%_p_y1,2P_p_y1,2PA_p_y1,2P%_p_y1,eFG%_p_y1,FT_p_y1,FTA_p_y1,FT%_p_y1,ORB_p_y1,DRB_p_y1,TRB_p_y1,AST_p_y1,STL_p_y1,BLK_p_y1,TOV_p_y1,PF_p_y1,PTS_p_y1,ORtg_y1,DRtg_y1,AS_After_Year_Two,Images,team,logo,team_abbr
64,487.0,Mark Sears,23.0,MIL,PG,7.0,0.0,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.3,0.7,0.4,0.615,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,2026,23.0,26.0,15.2,0.666,0.615,0.615,4.4,4.3,4.3,12.5,0.0,0.0,19.5,34.9,0.0,0.0,0.0,0.013,2.4,-4.6,-2.2,0.0,11.3,24.6,0.462,7.6,15.1,0.5,3.8,9.5,0.4,0.615,11.3,15.1,0.75,1.9,1.9,3.8,3.8,0.0,0.0,7.6,7.6,41.6,109.0,127.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641813.png,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,MIL
65,577.0,Max Shulga,23.0,BOS,SG,11.0,1.0,3.3,0.2,0.7,0.25,0.1,0.4,0.25,0.1,0.4,0.25,0.313,0.2,0.2,1.0,0.3,0.3,0.5,0.2,0.1,0.0,0.3,0.9,0.6,2026,23.0,36.0,0.2,0.394,0.5,0.25,9.4,9.0,9.2,6.8,1.4,0.0,25.3,14.3,-0.1,0.0,0.0,-0.038,-10.9,-0.5,-11.5,-0.1,2.8,11.2,0.25,1.4,5.6,0.25,1.4,5.6,0.25,0.313,2.8,2.8,1.0,4.2,4.2,8.4,2.8,1.4,0.0,4.2,14.1,9.8,85.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642917.png,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,BOS
66,147.0,Maxime Raynaud,22.0,SAC,C,74.0,56.0,26.5,5.2,9.1,0.571,0.3,1.0,0.324,4.9,8.1,0.601,0.589,1.8,2.3,0.786,1.9,5.6,7.5,1.4,0.5,0.5,1.3,2.3,12.5,2026,22.0,1964.0,16.0,0.619,0.11,0.25,7.9,24.3,15.8,7.6,0.9,1.8,11.2,18.2,2.6,1.0,3.6,0.088,-0.9,-1.6,-2.4,-0.2,9.4,16.5,0.571,0.6,1.8,0.324,8.8,14.7,0.601,0.589,3.3,4.1,0.786,3.5,10.2,13.7,2.5,0.9,1.0,2.3,4.2,22.7,120.0,121.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642875.png,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,SAC
67,441.0,Micah Peavy,24.0,NOP,SG,61.0,4.0,15.0,1.7,4.5,0.385,0.5,1.8,0.259,1.3,2.7,0.467,0.436,0.4,0.5,0.759,0.8,1.2,1.9,1.0,0.7,0.1,0.3,1.6,4.3,2026,24.0,913.0,8.3,0.455,0.393,0.105,5.4,8.5,6.9,8.8,2.3,0.9,6.5,14.0,-0.1,0.5,0.4,0.02,-4.4,-0.8,-5.2,-0.7,5.6,14.4,0.385,1.5,5.7,0.259,4.1,8.8,0.467,0.436,1.2,1.5,0.759,2.4,3.7,6.1,3.2,2.3,0.5,1.0,5.0,13.7,105.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642877.png,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,NOP
68,486.0,Miles Kelly,23.0,DAL,PG,14.0,0.0,9.6,1.1,3.1,0.364,0.7,2.4,0.303,0.4,0.8,0.545,0.477,0.1,0.1,1.0,0.4,1.4,1.7,0.9,0.3,0.1,0.4,0.9,3.1,2026,23.0,134.0,8.2,0.484,0.75,0.023,4.0,14.9,9.5,12.0,1.4,0.6,11.9,15.8,-0.1,0.1,0.0,0.013,-4.6,-0.5,-5.1,-0.1,5.6,15.5,0.364,3.5,11.6,0.303,2.1,3.9,0.545,0.477,0.4,0.4,1.0,1.8,6.7,8.4,4.2,1.4,0.4,2.1,4.2,15.1,100.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642939.png,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,DAL
69,493.0,Miles Norris,24.0,BOS,PF,3.0,0.0,11.7,0.7,3.0,0.222,0.7,2.3,0.286,0.0,0.7,0.0,0.333,0.3,0.7,0.5,0.7,2.3,3.0,0.0,0.7,0.3,0.0,0.0,2.3,2025,24.0,35.0,8.5,0.354,0.778,0.222,6.2,21.7,14.0,0.0,2.9,2.6,0.0,12.4,0.0,0.1,0.0,0.049,-2.3,0.4,-1.9,0.0,2.9,12.9,0.222,2.9,10.0,0.286,0.0,2.9,0.0,0.333,1.4,2.9,0.5,2.9,10.0,12.9,0.0,2.9,1.4,0.0,0.0,10.0,91.0,106.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641936.png,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,BOS
70,467.0,Mohamed Diawara,20.0,NYK,SF,69.0,7.0,9.2,1.3,3.1,0.423,0.7,1.9,0.369,0.6,1.2,0.506,0.535,0.3,0.3,0.75,0.2,1.1,1.4,0.8,0.2,0.1,0.4,0.7,3.6,2026,20.0,634.0,10.3,0.55,0.61,0.113,2.6,14.0,8.3,11.2,1.3,1.0,11.8,17.1,0.2,0.7,0.9,0.072,-1.8,0.1,-1.7,0.0,7.0,16.7,0.423,3.8,10.2,0.369,3.3,6.5,0.506,0.535,1.4,1.9,0.75,1.2,6.2,7.4,4.1,1.3,0.5,2.3,3.9,19.2,111.0,115.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642885.png,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,NYK
71,418.0,Moussa Cisse,23.0,DAL,C,38.0,1.0,13.9,1.7,3.0,0.574,0.0,0.0,0.0,1.7,3.0,0.574,0.574,1.0,2.1,0.469,2.3,3.3,5.7,0.2,0.5,1.2,0.8,1.9,4.5,2026,23.0,530.0,16.0,0.564,0.0,0.704,17.9,25.2,21.6,2.3,1.7,7.2,16.6,14.3,0.4,0.9,1.3,0.116,-3.6,0.7,-2.9,-0.1,5.9,10.2,0.574,0.0,0.0,0.0,5.9,10.2,0.574,0.574,3.4,7.2,0.469,7.9,11.3,19.2,0.8,1.7,4.0,2.7,6.5,15.1,114.0,110.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630619.png,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,DAL
72,468.0,Myron Gardner,24.0,MIA,SF,45.0,7.0,9.1,1.3,2.7,0.48,0.6,1.4,0.406,0.7,1.3,0.559,0.585,0.4,0.6,0.731,0.9,1.8,2.7,1.0,0.4,0.2,0.4,1.7,3.6,2026,24.0,411.0,15.2,0.606,0.52,0.211,9.8,21.1,15.4,14.0,2.3,1.7,11.2,15.0,0.8,0.6,1.4,0.163,-1.1,1.9,0.9,0.3,6.7,13.9,0.48,2.9,7.2,0.406,3.7,6.7,0.559,0.585,2.1,2.9,0.731,4.4,9.4,13.8,5.0,2.3,0.9,1.9,8.8,18.4,127.0,111.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642066.png,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,MIA
73,403.0,Nikola Topić,20.0,OKC,PG,10.0,2.0,16.0,2.2,5.1,0.431,0.6,1.5,0.4,1.6,3.6,0.444,0.49,0.2,0.5,0.4,0.7,1.2,1.9,4.4,0.5,0.0,2.5,1.3,5.2,2026,20.0,160.0,8.1,0.489,0.294,0.098,4.9,7.8,6.4,36.5,1.5,0.0,32.0,21.2,-0.3,0.2,0.0,-0.014,-5.3,-3.2,-8.4,-0.3,6.6,15.4,0.431,1.8,4.5,0.4,4.8,10.9,0.444,0.49,0.6,1.5,0.4,2.1,3.6,5.7,13.3,1.5,0.0,7.6,3.9,15.7,94.0,112.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642260.png,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,OKC
74,256.0,Nique Clifford,23.0,SAC,SG,75.0,28.0,25.1,3.3,7.9,0.418,1.0,3.1,0.333,2.3,4.9,0.471,0.482,0.9,1.3,0.722,0.9,2.9,3.8,2.4,0.9,0.3,1.5,2.1,8.6,2026,23.0,1882.0,9.0,0.505,0.388,0.163,3.8,13.3,8.4,13.0,1.7,1.2,15.4,17.0,-1.2,0.6,-0.6,-0.014,-3.7,-1.2,-4.9,-1.4,6.4,15.3,0.418,2.0,5.9,0.333,4.4,9.4,0.471,0.482,1.8,2.5,0.722,1.7,5.6,7.2,4.6,1.7,0.6,3.0,4.0,16.6,100.0,122.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642363.png,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,SAC
75,580.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,3.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2026,19.0,6.0,-11.9,0.0,0.667,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,20.8,-0.1,0.0,-0.1,-0.417,-20.7,-3.0,-23.7,0.0,0.0,23.4,0.0,0.0,15.6,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,7.8,0.0,0.0,109.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642855.png,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,CHI
76,458.0,Noah Penda,21.0,ORL,SF,59.0,2.0,12.8,1.4,3.4,0.404,0.5,1.6,0.323,0.9,1.9,0.473,0.478,0.6,0.8,0.688,1.1,2.0,3.2,1.2,0.5,0.3,0.7,1.2,3.8,2026,21.0,757.0,11.3,0.506,0.458,0.236,9.8,17.9,13.8,12.5,1.9,2.2,15.8,14.8,0.1,1.0,1.1,0.07,-2.0,0.6,-1.5,0.1,5.2,12.9,0.404,1.9,5.9,0.323,3.3,7.0,0.473,0.478,2.1,3.0,0.688,4.3,7.6,11.9,4.4,1.9,1.1,2.7,4.4,14.4,108.0,113.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642869.png,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,ORL
77,246.0,Nolan Traoré,19.0,BRK,PG,56.0,31.0,22.2,3.3,8.6,0.38,1.1,3.4,0.318,2.2,5.1,0.422,0.444,1.3,1.7,0.787,0.3,1.5,1.8,3.8,0.8,0.4,2.3,2.1,8.9,2026,19.0,1243.0,7.9,0.479,0.401,0.196,1.2,8.4,4.6,27.2,1.8,1.7,19.9,22.8,-2.3,0.6,-1.6,-0.063,-4.8,-2.0,-6.8,-1.5,7.2,19.1,0.38,2.4,7.6,0.318,4.8,11.4,0.422,0.444,2.9,3.7,0.787,0.6,3.4,3.9,8.5,1.8,0.9,5.1,4.7,19.9,93.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642849.png,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,BRK
78,526.0,Phillip Wheeler,22.0,PHI,PF,5.0,0.0,8.8,0.6,4.2,0.143,0.0,2.0,0.0,0.6,2.2,0.273,0.143,0.4,0.4,1.0,0.4,1.2,1.6,0.4,0.2,0.4,0.2,0.2,1.6,2025,22.0,44.0,-2.3,0.183,0.476,0.095,4.9,16.1,10.3,6.0,1.1,4.5,4.4,22.6,-0.3,0.0,-0.3,-0.283,-12.0,-6.2,-18.2,-0.2,3.4,23.5,0.143,0.0,11.2,0.0,3.4,12.3,0.273,0.143,2.2,2.2,1.0,2.2,6.7,9.0,2.2,1.1,2.2,1.1,1.1,9.0,51.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630762.png,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,PHI
79,531.0,Quincy Olivari,23.0,LAL,PG,2.0,0.0,5.0,0.5,2.5,0.2,0.5,2.5,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,2025,23.0,10.0,-5.2,0.3,1.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,16.7,26.3,-0.1,0.0,-0.1,-0.3,-10.1,-8.5,-18.6,0.0,4.9,24.6,0.2,4.9,24.6,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,4.9,0.0,14.8,62.0,124.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642439.png,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,LAL
80,433.0,Rasheer Fleming,21.0,PHO,PF,55.0,1.0,12.2,1.6,3.9,0.405,0.8,2.4,0.346,0.8,1.5,0.494,0.509,0.3,0.6,0.559,1.0,1.2,2.3,0.3,0.4,0.4,0.5,1.2,4.3,2026,21.0,673.0,10.2,0.517,0.605,0.158,9.1,11.4,10.2,3.3,1.6,3.0,11.2,16.3,0.0,0.8,0.8,0.055,-3.0,-0.7,-3.8,-0.3,6.4,15.8,0.405,3.3,9.5,0.346,3.1,6.2,0.494,0.509,1.4,2.5,0.559,4.2,4.9,9.1,1.2,1.6,1.5,2.1,4.7,17.5,107.0,115.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642853.png,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,PHO
81,478.0,Reece Beekman,23.0,2TM,PG,36.0,4.0,13.0,1.0,3.0,0.327,0.2,1.1,0.175,0.8,1.9,0.418,0.36,0.4,0.6,0.762,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1.0,2.6,2025,23.0,469.0,7.5,0.4,0.374,0.196,3.0,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-0.4,0.5,0.1,0.01,-6.7,1.3,-5.4,-0.4,3.7,11.4,0.327,0.7,4.2,0.175,3.0,7.1,0.418,0.36,1.7,2.2,0.762,1.4,2.8,4.1,6.7,3.5,0.2,2.2,3.8,9.9,95.0,115.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641736.png,,,
82,505.0,Rocco Zikarsky,19.0,MIN,C,5.0,0.0,7.2,1.0,1.6,0.625,0.0,0.0,0.0,1.0,1.6,0.625,0.625,0.8,0.8,1.0,0.4,2.4,2.8,0.4,0.0,1.0,0.2,0.6,2.8,2026,19.0,36.0,21.0,0.717,0.0,0.5,6.2,35.9,21.4,7.5,0.0,12.0,9.3,12.6,0.1,0.1,0.2,0.237,0.7,1.7,2.4,0.0,6.6,10.6,0.625,0.0,0.0,0.0,6.6,10.6,0.625,0.625,5.3,5.3,1.0,2.7,15.9,18.6,2.7,0.0,6.6,1.3,4.0,18.6,145.0,105.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642911.png,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,MIN
83,299.0,Ryan Kalkbrenner,24.0,CHO,C,69.0,31.0,21.4,3.2,4.2,0.753,0.0,0.1,0.0,3.2,4.1,0.766,0.753,1.2,1.7,0.716,2.4,3.0,5.5,0.8,0.5,1.5,0.9,1.6,7.6,2026,24.0,1479.0,17.9,0.762,0.017,0.399,13.0,15.7,14.4,5.2,1.1,6.3,15.3,11.6,3.6,2.1,5.7,0.185,0.5,1.3,1.8,1.4,7.3,9.8,0.753,0.0,0.2,0.0,7.3,9.6,0.766,0.753,2.8,3.9,0.716,5.6,7.0,12.6,1.8,1.1,3.4,2.1,3.6,17.5,142.0,112.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641750.png,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,CHO
84,336.0,Ryan Nembhard,22.0,DAL,PG,60.0,27.0,19.5,2.7,6.5,0.415,0.8,2.3,0.356,1.9,4.3,0.447,0.477,0.4,0.5,0.806,0.2,2.0,2.2,5.3,0.4,0.0,1.4,1.4,6.6,2026,22.0,1171.0,10.9,0.492,0.346,0.079,1.2,10.8,6.0,37.2,1.0,0.1,17.4,17.5,0.1,0.7,0.8,0.031,-2.4,-1.7,-4.1,-0.6,6.5,15.7,0.415,1.9,5.4,0.356,4.6,10.3,0.447,0.477,1.0,1.2,0.806,0.5,4.8,5.4,12.7,1.0,0.1,3.4,3.5,16.0,107.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642948.png,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,DAL
85,391.0,Sion James,23.0,CHO,SG,82.0,19.0,22.5,1.7,4.5,0.371,1.0,2.9,0.352,0.7,1.7,0.404,0.483,1.0,1.2,0.837,0.6,2.9,3.5,2.0,0.6,0.2,0.8,1.8,5.4,2026,23.0,1843.0,8.3,0.531,0.634,0.263,3.1,14.3,8.8,11.4,1.4,1.0,13.5,11.0,1.1,1.9,3.1,0.08,-3.0,1.1,-2.0,0.0,3.7,10.0,0.371,2.2,6.3,0.352,1.5,3.7,0.404,0.483,2.2,2.6,0.837,1.3,6.4,7.7,4.4,1.4,0.5,1.7,4.0,11.9,116.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642883.png,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,CHO
86,421.0,Taelon Peter,23.0,IND,SG,38.0,0.0,12.9,1.6,4.2,0.38,1.1,3.3,0.328,0.5,0.9,0.576,0.509,0.3,0.4,0.625,0.3,1.3,1.6,1.1,0.7,0.1,0.7,1.0,4.5,2026,23.0,492.0,8.6,0.518,0.791,0.101,2.2,11.1,6.5,11.2,2.5,0.7,14.1,16.6,-0.4,0.4,0.0,-0.001,-4.1,-0.4,-4.6,-0.3,5.8,15.3,0.38,4.0,12.1,0.328,1.8,3.2,0.576,0.509,1.0,1.5,0.625,1.0,4.7,5.7,3.9,2.5,0.4,2.6,3.7,16.5,98.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1643007.png,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,IND
87,155.0,Tre Johnson,19.0,WAS,SG,60.0,42.0,24.1,4.5,10.8,0.419,1.9,5.4,0.358,2.6,5.4,0.479,0.508,1.3,1.5,0.874,0.5,2.4,2.8,2.0,0.6,0.3,1.6,2.0,12.2,2026,19.0,1443.0,10.6,0.535,0.496,0.134,2.1,10.7,6.3,12.4,1.1,1.1,11.9,22.5,-0.6,-0.1,-0.7,-0.024,-2.1,-2.9,-5.0,-1.1,8.9,21.2,0.419,3.8,10.5,0.358,5.1,10.7,0.479,0.508,2.5,2.9,0.874,1.0,4.6,5.6,4.0,1.1,0.6,3.1,4.0,24.1,103.0,126.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642848.png,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,WAS
88,393.0,Tyrese Proctor,21.0,CLE,PG,50.0,1.0,10.9,1.9,4.5,0.413,0.9,2.6,0.351,0.9,1.9,0.5,0.516,0.8,0.9,0.889,0.2,1.1,1.3,1.5,0.5,0.0,0.8,1.2,5.4,2026,21.0,545.0,12.2,0.556,0.582,0.2,2.2,10.7,6.5,18.6,2.2,0.0,14.0,22.0,0.2,0.5,0.7,0.066,-2.3,-0.5,-2.8,-0.1,8.2,19.8,0.413,4.1,11.6,0.351,4.1,8.3,0.5,0.516,3.5,4.0,0.889,1.0,4.7,5.6,6.5,2.2,0.0,3.5,5.2,24.0,110.0,117.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642878.png,Cleveland Cavaliers,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,CLE
89,553.0,Ulrich Chomche,19.0,TOR,PF,7.0,0.0,4.6,0.3,0.7,0.4,0.0,0.0,0.0,0.3,0.7,0.4,0.4,0.1,0.3,0.5,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,2025,19.0,32.0,5.2,0.425,0.0,0.4,13.1,13.7,13.4,7.8,0.0,3.0,25.4,10.3,0.0,0.0,0.0,0.001,-6.1,-1.3,-7.4,0.0,3.0,7.5,0.4,0.0,0.0,0.0,3.0,7.5,0.4,0.4,1.5,3.0,0.5,6.0,6.0,12.0,3.0,0.0,1.5,3.0,7.5,7.5,96.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642279.png,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,TOR
90,89.0,VJ Edgecombe,20.0,PHI,SG,75.0,75.0,35.0,6.0,13.7,0.438,2.0,5.6,0.354,4.0,8.1,0.496,0.51,2.0,2.4,0.818,1.6,4.0,5.6,4.2,1.4,0.5,1.8,2.9,16.0,2026,20.0,2623.0,14.0,0.54,0.409,0.176,5.0,12.7,8.8,17.4,2.0,1.4,11.0,20.1,1.9,2.5,4.4,0.081,-0.4,-0.1,-0.5,1.0,8.3,19.0,0.438,2.7,7.7,0.354,5.6,11.2,0.496,0.51,2.7,3.3,0.818,2.2,5.5,7.8,5.8,2.0,0.7,2.5,3.9,22.1,113.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642845.png,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,PHI
91,573.0,Vladislav Goldin,24.0,MIA,C,9.0,0.0,2.7,0.3,0.4,0.75,0.0,0.0,0.0,0.3,0.4,0.75,0.75,0.1,0.1,1.0,0.3,0.7,1.0,0.3,0.0,0.3,0.3,0.6,0.8,2026,24.0,24.0,14.7,0.788,0.0,0.25,12.9,26.1,19.4,15.9,0.0,11.1,40.3,12.6,0.0,0.0,0.1,0.121,-5.0,4.5,-0.5,0.0,5.8,7.7,0.75,0.0,0.0,0.0,5.8,7.7,0.75,0.75,1.9,1.9,1.0,5.8,11.6,17.4,5.8,0.0,5.8,5.8,9.7,13.5,115.0,109.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642884.png,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,MIA
92,292.0,Walter Clayton,22.0,2TM,PG,69.0,6.0,20.4,2.6,6.7,0.384,1.1,3.5,0.307,1.5,3.1,0.47,0.465,1.6,1.8,0.901,0.4,1.7,2.0,4.0,0.6,0.3,1.7,1.7,7.8,2026,22.0,1410.0,10.3,0.523,0.529,0.262,1.9,8.9,5.3,26.6,1.5,1.3,18.4,18.5,0.0,0.3,0.3,0.009,-2.2,-2.1,-4.3,-0.8,5.9,15.4,0.384,2.5,8.2,0.307,3.4,7.3,0.47,0.465,3.6,4.0,0.901,0.8,3.8,4.6,9.3,1.5,0.6,3.9,4.0,18.0,106.0,123.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642383.png,,,
93,345.0,Will Richard,23.0,GSW,SG,69.0,21.0,20.0,2.3,5.0,0.468,1.0,3.1,0.335,1.3,1.9,0.679,0.571,0.7,0.8,0.852,1.0,1.5,2.5,1.3,1.2,0.1,0.8,1.9,6.4,2026,23.0,1377.0,11.0,0.596,0.613,0.156,5.3,8.7,7.0,9.3,2.8,0.6,12.5,13.0,1.2,1.4,2.5,0.089,-2.5,0.9,-1.7,0.1,5.7,12.2,0.468,2.5,7.5,0.335,3.2,4.7,0.679,0.571,1.6,1.9,0.852,2.4,3.7,6.1,3.3,2.8,0.3,1.9,4.6,15.5,118.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642954.png,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,GSW
94,204.0,Will Riley,19.0,WAS,SF,74.0,18.0,22.1,3.7,8.4,0.439,1.1,3.3,0.316,2.6,5.0,0.52,0.502,1.9,2.4,0.8,0.8,2.1,2.9,2.0,0.7,0.1,1.3,1.2,10.3,2026,19.0,1633.0,12.1,0.548,0.4,0.291,3.6,10.4,7.0,12.7,1.6,0.5,11.9,20.2,0.4,0.0,0.4,0.012,-1.9,-2.6,-4.5,-1.0,7.9,17.9,0.439,2.3,7.2,0.316,5.6,10.8,0.52,0.502,4.2,5.2,0.8,1.6,4.5,6.1,4.2,1.6,0.3,2.7,2.6,22.2,109.0,125.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642860.png,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,WAS
95,524.0,Yang Hansen,20.0,POR,C,43.0,1.0,7.0,0.7,2.3,0.31,0.1,1.0,0.119,0.6,1.3,0.448,0.335,0.7,0.8,0.824,0.5,1.1,1.5,0.5,0.1,0.2,0.7,1.0,2.2,2026,20.0,300.0,3.7,0.413,0.42,0.34,7.1,16.8,11.9,9.8,0.5,3.0,21.8,19.9,-0.8,0.3,-0.5,-0.075,-8.9,-0.6,-9.5,-0.6,4.9,15.9,0.31,0.8,6.7,0.119,4.1,9.2,0.448,0.335,4.5,5.4,0.824,3.2,7.3,10.5,3.5,0.5,1.6,5.1,6.8,15.1,84.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642905.png,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,POR
96,436.0,Yanic Konan Niederhäuser,22.0,LAC,C,41.0,0.0,10.3,1.6,2.4,0.64,0.0,0.1,0.2,1.5,2.3,0.663,0.645,1.1,1.5,0.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,2026,22.0,424.0,16.4,0.691,0.05,0.62,10.4,21.4,16.0,4.1,0.6,6.7,15.3,15.7,0.8,0.5,1.3,0.152,-2.6,0.4,-2.2,0.0,7.5,11.7,0.64,0.1,0.6,0.2,7.4,11.1,0.663,0.645,5.5,7.3,0.758,4.3,9.4,13.7,1.4,0.6,3.5,2.7,7.7,20.6,128.0,114.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642949.png,LA Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,LAC
97,540.0,Yuri Collins,23.0,GSW,PG,2.0,0.0,8.0,0.5,1.5,0.333,0.0,0.0,0.0,0.5,1.5,0.333,0.333,0.0,0.0,0.0,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,2025,23.0,16.0,13.9,0.333,0.0,0.0,13.1,6.9,10.1,31.9,6.1,0.0,0.0,7.9,0.0,0.0,0.1,0.214,-6.2,6.5,0.3,0.0,3.0,9.1,0.333,0.0,0.0,0.0,3.0,9.1,0.333,0.333,0.0,0.0,0.0,6.1,3.0,9.1,12.2,6.1,0.0,0.0,15.2,6.1,141.0,105.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641879.png,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,GSW
