,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
17,16,Michael Redd,24,MIL,SG,82,82,3021,11.0,25.0,.440,2.2,6.3,.350,8.8,18.7,.470,.484,6.6,7.7,.868,2.0,5.0,7.1,3.2,1.4,0.1,2.0,2.6,30.8,113,108,"MVP-14,AS,NBA3"
18,17,Jason Terry,26,ATL,PG,81,78,3018,8.7,20.9,.417,2.6,7.4,.347,6.2,13.6,.455,.478,3.8,4.6,.827,0.9,5.0,5.9,7.7,2.2,0.3,4.0,3.4,23.8,103,107,
19,18,Lamar Odom,24,MIA,PF,80,80,3003,8.8,20.5,.430,1.1,3.7,.298,7.7,16.8,.460,.457,6.2,8.3,.742,2.9,11.2,14.1,5.9,1.5,1.3,4.3,5.0,24.9,102,98,
20,19,Eddie Jones,32,MIA,SG,81,81,2998,8.6,21.0,.409,3.2,8.7,.370,5.4,12.3,.437,.486,5.1,6.1,.835,0.7,4.9,5.6,4.7,1.7,0.6,2.3,4.1,25.5,110,103,
21,20,Carmelo Anthony,19,DEN,SF,82,82,2995,10.7,25.2,.426,1.2,3.7,.322,9.5,21.5,.444,.449,7.0,9.0,.777,3.1,5.4,8.6,3.9,1.7,0.7,4.2,3.9,29.6,102,105,"MVP-14,ROY-2"
22,21,Donyell Marshall,30,2TM,PF,82,74,2988,8.6,18.7,.461,2.4,6.0,.403,6.2,12.8,.488,.525,2.5,3.3,.736,3.9,11.0,14.8,2.2,1.7,2.3,2.1,4.5,22.1,108,97,
23,21,Donyell Marshall,30,CHI,PF,16,8,408,7.3,17.4,.419,1.4,3.4,.407,5.9,13.9,.422,.460,1.8,2.6,.700,3.6,9.1,12.6,3.6,1.7,2.6,2.8,6.0,17.7,97,100,
24,21,Donyell Marshall,30,TOR,PF,66,66,2580,8.9,19.0,.467,2.6,6.4,.403,6.3,12.6,.500,.535,2.6,3.5,.741,3.9,11.3,15.2,2.0,1.7,2.2,2.0,4.3,22.9,110,96,
25,22,Mike Bibby,25,SAC,PG,82,82,2980,9.1,20.3,.450,2.6,6.6,.392,6.6,13.7,.479,.514,5.3,6.5,.815,1.2,3.6,4.8,7.7,1.9,0.3,3.0,2.5,26.1,113,108,
26,23,Eric Snow,30,PHI,PG,82,82,2966,5.4,13.1,.413,0.0,0.3,.111,5.4,12.8,.420,.414,4.6,5.8,.797,1.1,4.0,5.2,10.3,1.8,0.1,3.4,3.9,15.5,104,105,
27,24,Stephen Jackson,25,ATL,SF,80,78,2940,9.6,22.7,.425,2.6,7.7,.340,7.0,15.0,.469,.483,4.2,5.3,.785,1.7,4.9,6.7,4.4,2.6,0.4,4.0,3.9,26.1,101,106,
28,25,Jason Richardson,23,GSW,SG,78,78,2936,10.3,23.4,.438,1.4,5.0,.282,8.8,18.4,.481,.468,4.7,6.9,.684,2.3,7.3,9.5,4.1,1.6,0.7,3.6,3.3,26.6,100,104,
29,26,Rashard Lewis,24,SEA,SF,80,80,2931,9.7,22.4,.435,2.6,7.0,.376,7.1,15.3,.463,.494,3.8,4.9,.763,2.4,7.0,9.4,3.2,1.8,1.0,2.5,4.2,25.9,107,108,
30,27,Dirk Nowitzki,25,DAL,C,77,77,2915,10.7,23.1,.462,1.7,5.1,.341,8.9,18.0,.496,.500,6.6,7.5,.877,1.6,10.2,11.8,3.7,1.6,1.8,2.4,3.8,29.7,116,104,"MVP-10,AS,NBA3"
31,28,Andrei Kirilenko,22,UTA,PF,78,78,2895,7.9,17.8,.443,1.3,3.8,.338,6.6,14.0,.471,.479,7.5,9.5,.790,4.3,7.7,12.0,4.7,2.9,4.1,4.1,3.3,24.6,111,97,"MVP-13,DPOY-5,AS,DEF2"
32,29,Juwan Howard,30,ORL,PF,81,77,2877,9.7,21.5,.453,0.0,0.0,.000,9.7,21.5,.453,.453,5.8,7.2,.809,3.1,7.3,10.5,2.9,1.0,0.4,3.3,5.2,25.3,103,111,
33,30,Clifford Robinson,37,GSW,PF,82,82,2846,6.9,17.8,.387,2.1,5.9,.357,4.8,11.9,.403,.447,2.3,3.2,.711,1.0,5.0,6.0,5.1,1.3,1.4,3.2,4.5,18.2,94,105,DPOY-8
34,31,Kerry Kittles,29,NJN,SG,82,82,2842,8.2,18.1,.453,1.8,5.2,.351,6.4,12.9,.493,.503,2.0,2.6,.787,1.1,5.1,6.2,3.9,2.4,0.8,1.8,2.7,20.2,105,99,
35,32,Antoine Walker,27,DAL,PF,82,82,2840,8.8,20.5,.428,1.5,5.5,.269,7.3,14.9,.487,.464,1.9,3.4,.554,3.6,8.8,12.4,6.7,1.2,1.2,3.7,3.8,20.9,101,107,
36,33,Andre Miller,27,DEN,PG,82,82,2838,7.8,17.1,.457,0.2,1.2,.185,7.6,15.9,.477,.463,6.2,7.4,.832,2.3,4.3,6.6,9.1,2.6,0.5,3.9,3.5,22.0,110,104,
37,34,Sam Cassell,34,MIN,PG,81,81,2838,11.8,24.1,.488,1.4,3.5,.398,10.4,20.6,.504,.517,5.5,6.3,.873,0.8,4.3,5.2,11.3,1.9,0.3,4.2,4.7,30.5,113,102,"MVP-10,AS,NBA2"
38,35,Gary Payton,35,LAL,PG,82,82,2825,8.9,18.9,.471,1.0,3.0,.333,7.9,15.8,.497,.498,3.3,4.6,.714,1.3,5.0,6.3,8.3,1.8,0.3,2.8,3.1,22.1,109,103,
39,36,Jamal Crawford,23,CHI,SG,80,73,2811,9.4,24.4,.386,3.1,9.7,.317,6.4,14.8,.432,.449,3.7,4.4,.833,0.9,4.4,5.2,7.5,2.1,0.5,3.6,3.0,25.6,99,105,
40,37,Jermaine O'Neal,25,IND,PF,78,78,2788,12.0,27.5,.434,0.0,0.4,.111,11.9,27.2,.438,.435,6.8,9.1,.757,3.8,11.5,15.3,3.2,1.2,3.9,3.6,4.9,30.8,100,93,"MVP-3,AS,NBA2"
41,38,Vince Carter,27,TOR,SG,73,73,2785,12.1,28.9,.417,1.8,4.8,.383,10.2,24.1,.424,.449,6.7,8.3,.806,1.9,5.0,6.9,6.9,1.7,1.3,4.4,4.2,32.7,99,102,AS
42,39,Doug Christie,33,SAC,SG,82,82,2780,5.9,12.8,.461,0.9,2.6,.345,5.0,10.2,.491,.496,2.8,3.2,.860,1.3,4.8,6.1,6.5,2.8,0.8,2.9,3.5,15.5,107,104,DEF2
43,40,Michael Finley,30,DAL,SG,72,72,2778,9.5,21.5,.443,2.8,6.9,.405,6.7,14.6,.461,.508,3.0,3.6,.850,1.4,4.6,6.0,3.9,1.6,0.7,1.5,2.2,24.9,115,110,
44,41,Jamaal Magloire,25,NOH,C,82,82,2777,7.4,15.7,.473,0.0,0.0,.000,7.4,15.7,.474,.473,6.8,9.1,.751,5.2,11.2,16.4,1.7,0.8,2.0,3.9,5.4,21.7,106,100,AS
45,42,Richard Hamilton,25,DET,SG,78,78,2772,10.4,23.0,.455,0.4,1.3,.265,10.1,21.6,.466,.462,5.9,6.7,.868,1.5,4.0,5.5,6.1,2.0,0.3,4.1,4.4,27.1,103,99,
46,43,Chauncey Billups,27,DET,PG,78,78,2758,7.8,19.7,.394,2.6,6.6,.388,5.2,13.1,.396,.459,8.0,9.1,.878,0.7,4.8,5.5,8.8,1.7,0.2,3.7,3.5,26.1,112,99,
47,44,P.J. Brown,34,NOH,PF,80,80,2753,6.6,13.9,.476,0.0,0.0,.000,6.6,13.9,.477,.476,3.1,3.6,.854,4.6,8.9,13.5,3.0,1.5,1.4,2.0,4.0,16.4,113,101,
48,45,Metta World Peace,24,IND,SF,73,71,2714,9.5,22.5,.421,1.5,4.9,.310,7.9,17.6,.452,.455,6.5,8.9,.733,2.0,5.8,7.8,5.5,3.1,1.0,4.1,3.9,26.9,101,96,"DPOY-1,AS,NBA3,DEF1"
49,46,Kirk Hinrich,23,CHI,PG,76,66,2706,6.1,15.8,.386,2.8,7.1,.390,3.3,8.7,.383,.474,2.6,3.2,.804,0.8,4.2,5.0,9.9,1.9,0.4,3.9,5.3,17.6,101,105,ROY-4
50,47,Tayshaun Prince,23,DET,SF,82,80,2701,6.8,14.6,.467,1.2,3.2,.363,5.7,11.4,.496,.507,2.2,2.9,.766,1.9,6.0,7.9,3.9,1.3,1.4,2.4,3.0,17.0,106,98,
51,48,Kenny Thomas,26,PHI,PF,74,72,2699,7.7,16.4,.469,0.0,0.1,.200,7.7,16.3,.470,.469,4.9,6.5,.752,5.3,9.9,15.2,2.2,1.7,0.7,3.5,4.4,20.3,103,100,
52,49,Yao Ming,23,HOU,C,82,82,2692,10.9,20.8,.522,0.0,0.0,.000,10.9,20.8,.523,.522,7.3,9.1,.809,4.0,10.9,14.9,2.5,0.4,3.2,4.1,5.5,29.1,110,97,"MVP-14,AS,NBA3"
53,50,Baron Davis,24,NOH,PG,67,66,2686,11.1,28.1,.395,3.8,11.7,.321,7.4,16.4,.448,.462,4.8,7.1,.673,1.3,4.4,5.8,10.0,3.2,0.5,4.3,3.6,30.7,103,102,"MVP-10,AS,NBA3"
54,51,Shareef Abdur-Rahim,27,2TM,PF,85,56,2684,10.0,21.0,.475,0.2,0.7,.265,9.8,20.4,.482,.480,7.4,8.6,.869,3.8,9.0,12.8,3.5,1.4,0.7,3.7,4.4,27.6,110,105,
55,51,Shareef Abdur-Rahim,27,ATL,PF,53,53,1956,10.3,21.3,.485,0.1,0.6,.217,10.2,20.7,.493,.488,7.9,9.0,.880,3.8,9.6,13.4,3.4,1.2,0.5,3.5,4.0,28.8,112,106,
56,51,Shareef Abdur-Rahim,27,POR,PF,32,3,728,9.0,20.2,.447,0.3,0.8,.364,8.7,19.3,.451,.455,6.0,7.3,.832,3.7,7.3,11.0,3.6,1.8,1.4,4.1,5.7,24.4,103,104,
57,52,Tracy McGrady,24,ORL,SG,67,67,2675,12.9,30.9,.417,3.4,10.1,.339,9.5,20.8,.455,.473,7.9,9.9,.796,1.9,6.1,7.9,7.3,1.8,0.8,3.5,2.5,37.1,110,110,"AS,NBA2"
58,53,Elton Brand,24,LAC,PF,69,68,2670,9.6,19.4,.493,0.0,0.0,.000,9.6,19.4,.493,.493,8.1,10.5,.773,5.3,8.8,14.1,4.5,1.3,3.0,3.8,4.5,27.3,114,106,
59,54,Theo Ratliff,30,2TM,C,85,83,2664,5.4,11.1,.485,0.0,0.0,,5.4,11.1,.485,.485,2.8,4.4,.645,3.9,8.5,12.4,1.4,1.1,6.2,2.4,6.1,13.6,102,101,"DPOY-3,DEF2"
60,54,Theo Ratliff,30,ATL,C,53,52,1648,5.5,12.0,.458,0.0,0.0,,5.5,12.0,.458,.458,3.1,4.7,.653,3.4,8.9,12.2,1.6,1.0,5.3,2.8,6.1,14.0,97,102,
61,54,Theo Ratliff,30,POR,C,32,31,1016,5.2,9.6,.540,0.0,0.0,,5.2,9.6,.540,.540,2.4,3.8,.629,4.9,7.8,12.8,1.1,1.3,7.7,1.9,6.1,12.8,114,99,
62,55,Corey Maggette,24,LAC,SF,73,72,2628,9.1,20.3,.447,1.5,4.6,.329,7.6,15.7,.482,.485,10.6,12.5,.848,1.9,6.7,8.6,4.5,1.3,0.3,4.2,4.4,30.3,115,110,
63,56,Bruce Bowen,32,SAS,SF,82,82,2624,4.3,10.3,.420,1.6,4.3,.363,2.7,5.9,.462,.497,1.4,2.3,.579,0.9,4.3,5.2,2.3,1.7,0.7,1.8,3.4,11.6,99,97,"DPOY-4,DEF1"
64,57,Brad Miller,27,SAC,PF,72,53,2621,7.4,14.4,.510,0.2,0.8,.316,7.1,13.7,.521,.518,5.1,6.5,.778,3.8,10.9,14.7,6.2,1.3,1.7,2.8,4.9,20.0,118,102,AS
65,58,Steve Nash,29,DAL,PG,78,78,2612,7.8,16.7,.470,2.1,5.1,.405,5.8,11.6,.498,.531,4.5,4.9,.916,1.2,3.4,4.6,13.5,1.3,0.2,4.1,2.7,22.2,120,111,
66,59,Carlos Boozer,22,CLE,PF,75,75,2592,9.6,18.3,.523,0.0,0.1,.167,9.6,18.2,.526,.524,4.5,5.8,.768,4.7,12.8,17.5,3.0,1.5,1.1,2.7,4.1,23.7,113,101,
67,60,Rafer Alston,27,MIA,PG,82,28,2581,6.1,16.2,.376,3.4,9.2,.371,2.7,7.0,.382,.481,2.2,2.8,.769,0.5,4.2,4.8,7.9,2.4,0.4,2.7,4.5,17.7,105,102,6MOY-7
68,61,Tony Parker,21,SAS,PG,75,75,2577,8.8,19.8,.447,1.3,4.2,.312,7.5,15.6,.483,.480,4.0,5.7,.702,0.9,4.1,4.9,8.6,1.3,0.1,3.7,3.1,22.9,104,99,
69,62,Antonio Davis,35,2TM,C,80,79,2570,5.5,13.5,.403,0.0,0.0,,5.5,13.5,.403,.403,3.6,4.7,.765,4.2,9.5,13.8,2.8,0.8,1.3,2.3,4.2,14.5,99,103,
70,62,Antonio Davis,35,TOR,C,15,15,538,4.7,12.3,.383,0.0,0.0,,4.7,12.3,.383,.383,3.8,5.0,.755,5.0,9.7,14.7,1.4,0.8,0.8,2.2,4.6,13.3,97,100,
71,62,Antonio Davis,35,CHI,C,65,64,2032,5.6,13.8,.407,0.0,0.0,,5.6,13.8,.407,.407,3.6,4.6,.768,4.0,9.5,13.5,3.2,0.7,1.5,2.4,4.1,14.8,99,103,
72,63,Kurt Thomas,31,NYK,PF,80,75,2548,8.2,17.4,.473,0.0,0.1,.000,8.2,17.4,.475,.473,2.2,2.7,.835,3.1,10.9,13.9,3.1,1.2,1.7,2.8,6.3,18.7,101,101,
73,64,Zydrunas Ilgauskas,28,CLE,C,81,81,2539,9.7,20.1,.483,0.0,0.1,.286,9.7,19.9,.484,.484,6.3,8.4,.746,5.8,7.8,13.6,2.3,0.8,4.2,3.4,5.8,25.7,109,103,
74,65,Desmond Mason,26,MIL,SF,82,31,2534,8.5,17.9,.472,0.2,0.8,.231,8.3,17.1,.483,.477,7.4,9.6,.769,1.9,5.5,7.4,3.1,1.2,0.5,3.1,4.0,24.5,108,107,6MOY-6
75,66,Tim Duncan,27,SAS,PF,69,68,2527,12.6,25.1,.501,0.0,0.3,.167,12.6,24.9,.505,.502,7.5,12.5,.599,4.8,13.5,18.3,4.5,1.3,3.9,3.9,3.5,32.8,107,89,"MVP-2,DPOY-7,AS,NBA1,DEF2"
76,67,Chris Bosh,19,TOR,C,75,63,2510,7.2,15.7,.459,0.1,0.3,.357,7.1,15.4,.461,.463,4.5,6.3,.701,4.2,8.1,12.3,1.7,1.3,2.3,2.4,4.7,19.0,103,99,ROY-5
77,68,Nenê,21,DEN,PF,77,77,2504,6.9,12.9,.530,0.0,0.0,.000,6.9,12.9,.532,.530,4.9,7.2,.682,3.2,7.2,10.3,3.5,2.4,0.8,3.8,5.8,18.6,106,102,
78,69,Jalen Rose,31,2TM,SF,66,64,2497,8.4,20.8,.402,1.5,4.4,.342,6.9,16.4,.419,.439,4.1,5.1,.810,0.7,5.1,5.8,7.2,1.1,0.5,4.5,4.0,22.3,93,104,
79,69,Jalen Rose,31,CHI,SF,16,14,529,7.4,19.7,.375,2.3,5.3,.426,5.1,14.4,.356,.433,3.8,5.0,.765,0.7,5.6,6.3,5.5,1.2,0.4,3.6,4.4,20.9,94,106,
80,69,Jalen Rose,31,TOR,PG,50,50,1968,8.7,21.1,.410,1.3,4.2,.311,7.4,17.0,.434,.440,4.2,5.1,.822,0.8,4.9,5.7,7.7,1.1,0.5,4.8,3.9,22.8,93,104,
81,70,Ricky Davis,24,2TM,SF,79,27,2474,9.4,19.9,.469,1.1,2.9,.371,8.3,17.0,.486,.497,4.1,5.7,.718,1.6,5.9,7.5,5.4,2.0,0.5,4.0,3.6,23.9,101,105,6MOY-14
82,70,Ricky Davis,24,CLE,SG,22,22,796,8.9,20.6,.431,1.1,3.2,.354,7.8,17.5,.445,.458,3.4,5.0,.680,1.2,6.8,8.0,7.4,1.7,0.5,4.5,3.4,22.3,95,105,
83,70,Ricky Davis,24,BOS,SF,57,5,1678,9.6,19.6,.488,1.1,2.8,.380,8.5,16.8,.506,.516,4.5,6.1,.732,1.8,5.5,7.3,4.5,2.2,0.4,3.7,3.7,24.7,104,105,
84,71,Shaquille O'Neal,31,LAL,C,67,67,2464,11.7,20.0,.584,0.0,0.0,,11.7,20.0,.584,.584,7.0,14.3,.490,5.2,11.0,16.2,4.1,0.7,3.5,4.1,4.7,30.4,109,98,"MVP-6,DPOY-10,AS,NBA1"
85,72,Pau Gasol,23,MEM,PF,78,78,2458,10.8,22.4,.482,0.1,0.3,.267,10.7,22.1,.485,.484,7.8,10.9,.714,4.4,8.4,12.8,4.2,0.9,2.8,4.0,4.0,29.5,108,102,
86,73,James Posey,27,MEM,SG,82,82,2451,7.9,16.5,.478,2.4,6.2,.386,5.5,10.3,.533,.551,6.0,7.2,.830,2.0,6.7,8.6,2.6,2.9,0.9,2.4,5.3,24.1,119,101,DPOY-10
87,74,Jason Kidd,30,NJN,PG,67,66,2450,8.1,21.0,.384,2.1,6.4,.321,6.0,14.6,.411,.433,4.5,5.5,.827,1.9,7.5,9.4,13.5,2.7,0.3,4.7,2.4,22.7,102,97,"MVP-8,AS,NBA1,DEF2"
88,75,Kobe Bryant,25,LAL,SG,65,64,2447,11.0,25.0,.438,1.5,4.6,.327,9.5,20.4,.463,.468,9.7,11.3,.852,2.2,5.4,7.6,7.0,2.4,0.6,3.6,3.7,33.1,112,102,"MVP-5,DPOY-10,AS,NBA1,DEF1"
89,76,DeShawn Stevenson,22,2TM,SF,80,78,2444,8.4,19.4,.432,0.4,1.6,.268,7.9,17.8,.446,.443,3.1,4.5,.676,1.8,4.9,6.6,3.5,1.2,0.4,2.7,3.1,20.2,98,109,
90,76,DeShawn Stevenson,22,UTA,SG,54,54,1511,9.6,21.5,.445,0.3,1.1,.233,9.3,20.4,.457,.451,3.3,4.9,.669,1.6,5.0,6.5,3.4,1.0,0.6,2.9,3.2,22.7,98,107,
91,76,DeShawn Stevenson,22,ORL,SF,26,24,933,6.5,16.1,.404,0.7,2.3,.293,5.8,13.8,.422,.425,2.8,4.0,.690,2.0,4.8,6.8,3.7,1.4,0.1,2.3,3.1,16.5,97,113,
92,77,Al Harrington,23,IND,PF,79,15,2441,9.5,20.4,.463,0.5,1.7,.273,9.0,18.7,.481,.475,4.2,5.7,.734,3.7,7.8,11.4,2.9,1.8,0.5,3.7,5.6,23.6,100,98,6MOY-2
93,78,Erick Dampier,28,GSW,C,74,74,2403,7.7,14.5,.535,0.0,0.0,.000,7.7,14.4,.537,.535,4.8,7.4,.654,7.7,12.1,19.7,1.3,0.7,3.0,2.9,5.1,20.3,114,100,
94,79,Mark Blount,28,BOS,C,82,73,2402,7.3,13.0,.566,0.0,0.0,,7.3,13.0,.566,.566,3.4,4.7,.719,4.4,8.2,12.6,1.6,1.7,2.3,3.2,5.4,18.1,110,102,
95,80,Rasheed Wallace,29,3TM,PF,68,66,2390,9.8,22.5,.436,1.9,5.7,.331,7.9,16.8,.472,.478,3.6,4.9,.736,2.4,8.3,10.6,3.6,1.4,2.8,2.8,4.4,25.2,104,101,
96,80,Rasheed Wallace,29,POR,SF,45,44,1675,9.8,22.2,.442,2.0,5.8,.341,7.9,16.5,.478,.487,3.8,5.2,.742,2.3,7.6,9.9,3.8,1.2,2.4,2.9,4.4,25.5,105,105,
97,80,Rasheed Wallace,29,ATL,PF,1,1,42,10.1,30.2,.333,1.3,7.5,.167,8.8,22.6,.389,.354,3.8,3.8,1.000,1.3,6.3,7.5,2.5,1.3,6.3,3.8,0.0,25.2,81,103,
98,80,Rasheed Wallace,29,DET,PF,22,21,673,9.8,22.8,.431,1.8,5.6,.319,8.0,17.2,.467,.470,3.1,4.4,.704,2.6,10.0,12.6,3.2,1.9,3.7,2.4,4.8,24.5,102,91,
99,81,Antawn Jamison,27,DAL,SF,82,2,2376,10.6,19.8,.535,0.3,0.9,.400,10.2,18.9,.541,.543,4.8,6.4,.748,5.0,6.2,11.3,1.5,1.8,0.7,1.8,3.8,26.3,122,108,6MOY-1
100,82,Jeff McInnis,29,2TM,PG,70,57,2365,7.7,17.2,.447,1.1,2.9,.362,6.6,14.2,.465,.478,2.6,3.3,.797,0.8,3.3,4.0,9.9,1.7,0.1,2.8,3.7,19.0,109,108,
101,82,Jeff McInnis,29,POR,SG,39,26,1269,8.6,18.3,.471,0.7,2.1,.319,7.9,16.2,.491,.489,2.5,3.3,.763,0.7,3.4,4.1,8.6,1.6,0.1,2.7,4.1,20.4,109,109,
102,82,Jeff McInnis,29,CLE,PG,31,31,1096,6.7,16.0,.417,1.5,3.9,.388,5.2,12.1,.426,.464,2.7,3.2,.836,0.8,3.1,4.0,11.3,1.7,0.2,2.8,3.3,17.5,109,108,
103,83,Rasho Nesterović,27,SAS,C,82,82,2353,7.5,16.0,.469,0.0,0.0,,7.5,16.0,.469,.469,1.2,2.6,.474,5.9,8.6,14.5,2.6,1.2,3.8,2.4,5.6,16.2,101,92,
104,84,Keith Van Horn,28,2TM,SF,72,62,2340,9.3,20.5,.454,2.1,5.3,.399,7.2,15.2,.473,.506,5.7,6.6,.859,3.4,8.0,11.4,2.7,1.5,0.8,3.8,4.9,26.4,107,104,
105,84,Keith Van Horn,28,NYK,SF,47,47,1574,9.3,20.9,.445,2.0,5.5,.373,7.3,15.4,.471,.494,5.6,6.8,.819,3.3,8.3,11.7,2.8,1.8,0.6,4.1,5.1,26.2,104,103,
106,84,Keith Van Horn,28,MIL,SF,25,15,766,9.4,19.8,.472,2.3,4.9,.458,7.1,14.9,.477,.529,5.9,6.2,.945,3.5,7.3,10.8,2.5,1.1,1.0,3.4,4.4,26.9,113,106,
107,85,Quentin Richardson,23,LAC,SG,65,64,2338,9.6,24.1,.398,2.7,7.7,.352,6.9,16.4,.420,.454,3.4,4.6,.740,3.3,6.0,9.3,3.1,1.5,0.4,3.2,2.9,25.3,101,110,
108,86,Mike Dunleavy,23,GSW,SF,75,69,2336,7.4,16.5,.449,2.2,5.8,.370,5.2,10.7,.491,.514,3.1,4.2,.741,2.0,8.1,10.1,5.0,1.6,0.3,3.3,3.9,20.1,106,104,
109,87,Tyronn Lue,26,ORL,PG,76,69,2332,7.0,16.2,.433,1.8,4.7,.383,5.2,11.4,.453,.489,2.3,3.0,.771,0.6,3.6,4.2,7.2,1.4,0.1,2.8,4.2,18.1,105,113,
110,88,Vladimir Radmanović,23,SEA,PF,77,38,2321,7.9,18.7,.425,3.2,8.7,.371,4.7,10.0,.471,.511,2.2,2.9,.748,2.4,6.9,9.3,3.3,1.8,1.0,2.5,4.3,21.3,106,108,6MOY-15
111,89,Vlade Divac,35,SAC,C,81,81,2317,7.0,14.9,.470,0.0,0.3,.154,7.0,14.6,.476,.472,3.8,5.8,.654,3.0,7.3,10.3,9.6,1.3,1.7,3.9,5.0,17.9,106,105,
112,90,Brian Grant,31,MIA,C,76,76,2303,6.8,14.5,.471,0.0,0.0,.000,6.8,14.5,.472,.471,2.0,2.6,.782,4.1,8.3,12.4,1.6,1.2,0.8,1.9,6.0,15.7,104,102,
113,91,Trenton Hassell,24,MIN,SG,81,74,2264,4.2,9.1,.465,0.1,0.3,.308,4.1,8.8,.470,.470,1.1,1.5,.787,1.6,4.5,6.1,3.2,0.9,1.3,1.1,4.8,9.7,107,103,
