,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
45,44,Terrell Brandon,26,CLE,PG,78,78,2868,11.6,26.5,.438,2.0,5.5,.373,9.6,21.0,.455,.476,5.4,6.0,.902,1.0,5.1,6.1,9.9,2.8,0.6,3.6,3.6,30.7,111,102,AS
46,45,Hakeem Olajuwon,34,HOU,C,78,78,2852,13.4,26.2,.510,0.1,0.3,.313,13.3,25.9,.512,.512,6.4,8.2,.787,3.2,10.0,13.2,4.3,2.1,3.2,5.2,4.6,33.2,105,99,"MVP-7,AS,NBA1,DEF2"
47,46,Vlade Divac,28,CHH,C,81,80,2840,8.0,16.2,.494,0.2,0.9,.234,7.8,15.3,.509,.500,3.4,4.9,.683,4.6,9.2,13.8,5.7,2.0,3.4,3.7,5.3,19.5,108,104,
48,47,Loy Vaught,28,LAC,PF,82,82,2838,10.0,20.1,.500,0.0,0.2,.167,10.0,19.9,.504,.501,2.5,3.5,.702,4.1,11.0,15.1,2.0,1.6,0.5,2.5,4.5,22.6,107,105,
49,48,Jim Jackson,26,2TM,SG,77,77,2831,8.3,19.3,.431,1.6,4.6,.348,6.7,14.7,.458,.473,4.7,5.8,.813,2.5,5.2,7.7,5.9,1.6,0.6,3.9,3.6,23.0,106,111,
50,48,Jim Jackson,26,DAL,SG,46,46,1676,8.4,18.9,.442,1.5,4.5,.331,6.9,14.4,.477,.481,4.8,6.0,.787,2.6,4.7,7.3,5.0,1.8,0.5,3.4,3.6,23.0,106,110,
51,48,Jim Jackson,26,NJN,SF,31,31,1155,8.3,19.8,.417,1.8,4.9,.370,6.5,15.0,.432,.463,4.7,5.5,.852,2.3,6.0,8.3,7.2,1.3,0.8,4.5,3.6,23.0,105,111,
52,49,Steve Smith,27,ATL,SG,72,72,2818,9.6,22.5,.429,2.6,7.6,.335,7.1,14.9,.477,.486,6.5,7.7,.847,1.8,2.9,4.7,6.0,1.2,0.5,3.5,3.4,28.4,114,108,MVP-17
53,50,Chris Webber,23,WSB,PF,72,72,2806,11.2,21.6,.518,1.1,2.8,.397,10.1,18.8,.535,.543,3.3,5.8,.565,4.4,9.4,13.8,6.1,2.3,2.5,4.3,4.8,26.8,108,101,AS
54,51,Shareef Abdur-Rahim,20,VAN,PF,80,71,2802,10.7,23.5,.453,0.1,0.5,.259,10.5,23.0,.457,.456,7.5,10.1,.746,4.2,6.6,10.7,3.4,1.5,1.5,4.4,3.9,28.9,102,112,ROY-3
55,52,Michael Finley,23,2TM,SF,83,54,2790,9.1,20.4,.444,1.9,5.3,.361,7.1,15.1,.473,.491,3.8,4.7,.808,1.7,5.4,7.1,4.3,1.3,0.5,3.1,2.6,23.8,105,111,
56,52,Michael Finley,23,PHO,SF,27,18,796,9.1,19.2,.475,0.9,3.6,.255,8.2,15.7,.525,.498,3.6,4.5,.812,2.2,5.6,7.8,4.4,1.2,0.3,2.8,2.7,22.8,107,111,
57,52,Michael Finley,23,DAL,SF,56,36,1994,9.0,20.9,.432,2.4,6.1,.387,6.7,14.8,.450,.488,3.8,4.8,.807,1.5,5.4,6.8,4.2,1.4,0.5,3.2,2.6,24.3,104,110,
58,53,Bryant Reeves,23,VAN,C,75,75,2777,9.7,20.0,.486,0.0,0.2,.091,9.7,19.8,.490,.486,4.2,6.0,.704,3.4,8.5,11.9,3.1,0.6,1.3,3.4,5.3,23.7,102,112,
59,54,Hersey Hawkins,30,SEA,SG,82,82,2755,7.1,15.3,.464,2.8,6.8,.403,4.4,8.5,.514,.554,5.0,5.7,.875,1.8,4.4,6.2,4.8,3.1,0.2,2.5,2.8,22.0,123,104,
60,55,Shawn Kemp,27,SEA,PF,81,75,2750,10.2,19.9,.510,0.2,0.6,.364,9.9,19.3,.515,.516,8.7,11.8,.742,5.3,10.3,15.6,3.0,2.4,1.6,5.4,6.2,29.3,109,99,"DPOY-6,AS"
61,56,Chris Mullin,33,GSW,SF,79,63,2733,8.4,15.1,.553,1.6,3.9,.411,6.8,11.3,.602,.605,3.5,4.1,.864,1.4,4.6,6.1,6.2,2.5,0.6,3.7,3.0,21.8,118,112,
62,57,Mario Elie,33,HOU,SF,78,77,2687,5.7,11.4,.497,2.3,5.6,.420,3.3,5.8,.572,.600,4.0,4.5,.896,1.2,3.4,4.6,6.0,1.8,0.2,2.6,3.9,17.7,125,107,DPOY-6
63,58,Allan Houston,25,NYK,SG,81,81,2681,8.6,20.4,.423,2.9,7.6,.385,5.7,12.8,.446,.495,3.5,4.3,.803,0.9,3.9,4.7,3.5,0.8,0.4,3.3,4.6,23.7,103,105,
64,59,Otis Thorpe,34,DET,C,79,79,2661,8.9,16.8,.532,0.0,0.0,.000,8.9,16.8,.534,.532,4.2,6.5,.653,4.8,8.5,13.3,2.8,1.3,0.4,3.1,6.4,22.1,112,105,
65,60,Kevin Johnson,30,PHO,PG,70,70,2658,8.5,17.2,.496,1.7,3.9,.441,6.8,13.3,.512,.546,8.5,10.0,.852,1.0,3.9,4.9,12.7,2.0,0.2,4.2,2.7,27.3,124,111,MVP-17
66,61,Rick Fox,27,BOS,SF,76,75,2650,8.2,18.0,.456,1.9,5.3,.363,6.3,12.7,.494,.509,3.9,5.0,.787,2.2,5.3,7.5,5.4,3.2,0.8,3.4,5.3,22.2,108,109,DPOY-6
67,62,Walt Williams,26,TOR,SF,73,73,2647,8.4,19.7,.427,3.5,8.7,.400,4.9,10.9,.448,.516,3.7,4.9,.765,2.1,5.3,7.3,3.9,1.9,1.2,3.5,5.6,24.0,108,109,
68,63,Danny Ferry,30,CLE,PF,82,48,2633,7.5,17.5,.429,2.5,6.2,.401,5.0,11.2,.445,.501,1.6,1.9,.851,1.8,5.6,7.4,3.3,1.2,0.7,2.1,5.4,19.1,106,105,
69,64,Rony Seikaly,31,ORL,C,74,68,2615,9.6,18.8,.507,0.0,0.1,.000,9.6,18.8,.509,.507,7.4,10.4,.714,5.7,8.9,14.6,1.9,1.0,2.2,4.5,5.7,26.5,107,105,
70,65,Larry Johnson,27,NYK,SF,76,76,2613,7.6,14.9,.512,0.7,2.1,.324,6.9,12.8,.543,.535,3.9,5.6,.693,3.3,4.6,8.0,3.5,1.3,0.7,2.8,5.1,19.8,113,104,
71,66,Ervin Johnson,29,DEN,C,82,82,2599,4.9,9.3,.520,0.0,0.0,.000,4.9,9.3,.523,.520,1.9,3.1,.615,4.6,13.6,18.2,1.4,1.3,4.5,2.4,5.8,11.6,106,103,
72,67,Jeff Hornacek,33,UTA,SG,82,82,2592,8.5,17.6,.482,1.5,4.0,.369,7.0,13.6,.516,.525,6.0,6.7,.899,1.2,3.7,5.0,7.4,2.6,0.5,2.8,3.9,24.5,121,106,
73,68,P.J. Brown,27,MIA,PF,80,71,2592,6.3,13.8,.457,0.0,0.0,.000,6.3,13.7,.459,.457,3.4,4.6,.732,5.0,9.0,14.1,1.9,1.8,2.1,2.4,5.9,16.0,107,98,DEF2
74,69,Dale Davis,27,IND,PF,80,76,2589,7.7,14.3,.538,0.0,0.0,,7.7,14.3,.538,.538,1.9,4.5,.428,6.3,9.8,16.1,1.2,1.2,1.6,2.2,4.9,17.3,109,103,
75,70,Tyrone Hill,28,CLE,C,74,70,2582,8.0,13.3,.600,0.0,0.0,.000,8.0,13.3,.601,.600,5.4,8.5,.633,5.8,10.7,16.5,2.1,1.4,0.7,3.3,6.0,21.4,117,101,
76,71,Antonio McDyess,22,DEN,PF,74,73,2565,10.9,23.4,.463,0.1,0.7,.171,10.7,22.7,.472,.466,5.5,7.8,.708,3.1,7.7,10.9,2.1,1.3,2.6,4.0,5.6,27.4,98,109,
77,72,Isaiah Rider,25,POR,SG,76,68,2563,9.4,20.2,.464,2.0,5.3,.385,7.4,15.0,.492,.514,4.4,5.4,.812,1.9,4.3,6.3,4.1,0.9,0.4,4.4,4.1,25.2,106,108,
78,73,Ray Allen,21,MIL,SG,82,81,2532,8.3,19.2,.430,2.5,6.3,.393,5.8,12.9,.448,.494,4.3,5.3,.823,2.1,4.8,6.9,4.4,1.6,0.2,3.2,4.6,23.3,109,110,
79,74,Michael Smith,24,SAC,PF,81,52,2526,4.2,7.8,.539,0.0,0.0,,4.2,7.8,.539,.539,2.7,5.4,.496,5.4,10.7,16.1,4.0,1.7,1.3,2.7,5.2,11.1,109,105,
80,75,Bryon Russell,26,UTA,SF,81,81,2525,6.3,13.1,.479,2.3,5.6,.409,4.0,7.5,.531,.566,3.6,5.2,.701,1.7,5.3,7.0,2.6,2.7,0.6,2.0,5.0,18.4,116,104,
81,76,Elden Campbell,28,LAL,PF,77,77,2516,9.3,19.7,.469,0.0,0.1,.250,9.2,19.6,.470,.470,5.5,7.7,.711,4.3,8.5,12.9,2.6,1.0,2.4,2.7,5.8,24.0,108,103,
82,77,Horace Grant,31,ORL,PF,67,67,2496,7.8,15.1,.515,0.0,0.1,.167,7.8,15.0,.518,.516,2.8,3.9,.715,4.5,8.6,13.1,3.5,2.2,1.4,2.2,3.4,18.4,115,103,DPOY-6
83,78,A.C. Green,33,2TM,PF,83,73,2492,5.0,10.4,.483,0.0,0.4,.050,5.0,9.9,.502,.485,2.7,4.2,.650,4.8,9.3,14.0,1.5,1.5,0.3,1.6,3.1,12.8,111,107,
84,78,A.C. Green,33,PHO,PF,27,19,548,5.7,12.0,.477,0.0,0.3,.000,5.7,11.7,.488,.477,2.9,4.5,.646,3.1,9.9,13.0,1.6,1.7,0.1,1.9,3.2,14.4,104,107,
85,78,A.C. Green,33,DAL,PF,56,54,1944,4.8,9.9,.486,0.0,0.5,.059,4.8,9.4,.507,.487,2.7,4.1,.651,5.2,9.1,14.4,1.4,1.4,0.4,1.5,3.1,12.3,114,107,
86,79,Rodney Rogers,25,LAC,SF,81,62,2480,8.6,18.7,.462,1.4,3.8,.361,7.3,14.9,.487,.498,4.0,6.1,.663,2.9,5.8,8.7,4.7,1.9,1.3,4.7,5.8,22.7,100,108,
87,80,Avery Johnson,31,SAS,PG,76,76,2472,7.3,15.2,.477,0.1,0.6,.231,7.1,14.7,.487,.482,3.1,4.5,.690,0.7,2.6,3.3,11.4,2.1,0.3,3.2,3.5,17.8,110,115,
88,81,Malik Sealy,26,LAC,SG,80,79,2456,8.0,20.2,.396,1.7,4.8,.356,6.3,15.4,.408,.438,5.4,6.2,.876,1.3,3.8,5.1,3.5,2.7,1.0,3.3,4.0,23.1,102,108,
89,82,Eric Williams,24,BOS,SG,72,67,2435,7.7,16.9,.456,0.0,0.2,.250,7.7,16.7,.458,.457,6.8,9.0,.752,2.6,4.2,6.8,2.7,1.5,0.3,2.9,4.4,22.2,107,114,
90,83,Popeye Jones,26,TOR,PF,79,61,2421,5.6,11.8,.480,0.0,0.3,.077,5.6,11.5,.490,.481,2.2,2.6,.818,5.9,9.0,14.9,1.8,1.3,0.9,2.5,5.9,13.5,108,108,
91,84,Calbert Cheaney,25,WSB,SG,79,79,2411,8.0,15.7,.505,0.1,0.6,.133,7.9,15.1,.521,.508,2.0,3.0,.693,1.5,4.3,5.8,2.5,1.7,0.4,2.0,4.9,18.0,105,108,
92,85,Matt Maloney,25,HOU,PG,82,82,2386,6.0,13.5,.441,3.4,8.4,.404,2.6,5.1,.500,.566,1.6,2.0,.763,0.4,3.1,3.5,6.7,1.8,0.0,2.7,2.7,16.8,113,108,
93,86,Bobby Phills,27,CLE,SG,69,65,2375,8.0,18.7,.428,2.1,5.3,.394,5.9,13.4,.442,.484,3.0,4.2,.718,1.5,4.4,6.0,5.7,2.8,0.5,3.3,4.2,21.1,103,102,
94,87,Antonio Davis,28,IND,PF,82,28,2335,7.1,14.8,.480,0.0,0.3,.071,7.1,14.5,.490,.481,5.6,8.4,.666,4.4,9.4,13.8,1.5,1.0,1.9,3.3,6.0,19.8,105,103,
95,88,Wesley Person,25,PHO,SG,80,42,2326,9.1,20.0,.453,3.8,9.2,.413,5.3,10.8,.487,.548,2.0,2.5,.798,1.5,5.0,6.5,2.7,1.9,0.4,1.7,2.3,23.9,112,110,
96,89,Stephon Marbury,19,MIN,PG,67,64,2324,8.1,19.8,.408,2.3,6.6,.354,5.8,13.3,.434,.466,5.6,7.7,.727,1.2,3.0,4.2,11.9,1.5,0.4,4.8,3.6,24.1,105,111,ROY-2
97,90,Alonzo Mourning,26,MIA,C,66,65,2320,11.1,20.7,.534,0.0,0.2,.111,11.1,20.5,.539,.535,8.5,13.2,.642,4.4,10.9,15.4,2.4,1.3,4.4,5.3,6.4,30.7,106,95,"MVP-12,AS"
98,91,Sherman Douglas,30,MIL,PG,79,79,2316,7.1,14.1,.502,0.9,2.6,.333,6.2,11.5,.540,.533,2.6,4.0,.667,1.3,3.1,4.5,9.9,1.8,0.2,3.5,4.4,17.7,111,111,
99,92,Tyrone Corbin,34,ATL,SF,70,65,2305,6.1,14.4,.422,1.8,5.0,.356,4.3,9.4,.457,.483,2.1,2.6,.796,1.8,5.2,7.1,3.0,2.2,0.2,2.0,4.2,16.0,107,104,
100,93,Anthony Peeler,27,VAN,SG,72,57,2291,9.5,23.9,.398,3.0,8.1,.373,6.5,15.8,.410,.461,2.6,3.2,.820,1.3,4.6,5.9,6.1,2.5,0.4,3.7,4.0,24.7,97,112,
101,94,Shawn Bradley,24,2TM,C,73,70,2288,9.4,20.9,.449,0.0,0.2,.000,9.4,20.7,.453,.449,3.4,5.3,.654,5.1,9.0,14.1,1.2,0.9,5.7,3.1,5.5,22.2,98,105,
102,94,Shawn Bradley,24,NJN,C,40,38,1228,8.4,19.3,.436,0.0,0.2,.000,8.4,19.1,.441,.436,3.4,5.2,.664,5.0,8.8,13.8,0.8,1.0,6.8,2.7,5.2,20.3,99,104,
103,94,Shawn Bradley,24,DAL,C,33,32,1060,10.5,22.8,.461,0.0,0.2,.000,10.5,22.7,.464,.461,3.5,5.4,.642,5.2,9.3,14.5,1.6,0.9,4.5,3.6,5.8,24.5,97,105,
104,95,Todd Day,27,BOS,SG,81,27,2277,8.8,22.0,.398,2.8,7.7,.362,6.0,14.3,.418,.461,5.6,7.3,.773,2.4,4.9,7.3,2.6,2.4,1.1,2.8,4.6,25.9,105,111,
105,96,Clyde Drexler,34,HOU,SG,62,62,2271,9.2,20.7,.442,2.7,7.7,.355,6.4,13.0,.493,.508,4.6,6.2,.750,2.7,5.9,8.6,8.2,2.7,0.8,3.6,3.5,25.7,113,103,AS
106,97,Bob Sura,23,CLE,SG,82,23,2269,6.5,15.0,.431,1.4,4.2,.323,5.1,10.8,.473,.476,5.0,8.1,.614,1.9,5.9,7.9,10.0,2.3,0.8,4.6,5.6,19.3,103,102,
107,98,Vinny Del Negro,30,SAS,SG,72,53,2243,8.9,19.1,.467,1.1,3.4,.314,7.9,15.7,.501,.496,2.7,3.2,.868,1.0,4.2,5.1,5.7,1.4,0.2,2.3,3.2,21.7,111,116,
108,99,Anfernee Hardaway,25,ORL,PG,59,59,2221,10.3,23.0,.447,2.1,6.5,.318,8.2,16.5,.499,.493,6.9,8.4,.820,2.0,4.4,6.4,8.1,2.3,0.9,3.5,3.0,29.6,115,107,"AS,NBA3"
109,100,Derek Harper,35,DAL,PG,75,29,2210,7.3,16.4,.444,1.5,4.3,.341,5.8,12.1,.480,.488,2.3,3.1,.742,0.7,2.6,3.3,7.8,2.2,0.3,3.2,3.5,18.4,104,111,
110,101,Gerald Wilkins,33,ORL,SG,80,26,2202,8.0,18.7,.426,1.6,5.0,.325,6.3,13.7,.462,.469,3.4,4.7,.716,1.5,2.8,4.3,4.3,1.3,0.3,3.0,3.6,20.9,101,111,
111,102,Bo Outlaw,25,LAC,PF,82,25,2195,6.1,10.0,.609,0.0,0.2,.000,6.1,9.8,.621,.609,2.8,5.6,.504,4.2,6.7,10.9,3.8,2.3,3.4,2.6,5.4,15.0,116,104,6MOY-7
112,103,Detlef Schrempf,34,SEA,SF,61,60,2192,8.6,17.6,.492,1.4,3.9,.354,7.2,13.7,.531,.531,6.1,7.7,.801,2.1,7.4,9.6,6.4,1.5,0.4,3.6,3.7,24.8,116,104,AS
113,104,Dennis Scott,28,ORL,SF,66,62,2166,7.5,18.8,.398,3.7,9.4,.394,3.8,9.4,.402,.496,2.0,2.5,.792,1.0,4.1,5.1,3.5,1.9,0.5,2.0,3.5,20.6,107,108,
