,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
32,33,Charles Barkley,28,PHI,SF,75,75,2881,11.1,20.0,.552,0.6,2.4,.234,10.5,17.6,.597,.567,8.1,11.6,.695,4.8,9.9,14.8,5.5,2.4,0.8,4.2,3.5,30.8,119,106,"MVP-12,AS,NBA2"
33,34,Larry Nance,32,CLE,PF,81,81,2880,9.8,18.1,.539,0.0,0.1,.000,9.8,18.0,.542,.539,4.6,5.6,.822,3.7,8.0,11.8,4.1,1.4,4.3,1.5,3.5,24.1,125,105,DEF2
34,35,Horace Grant,26,CHI,PF,81,81,2859,8.1,14.0,.578,0.0,0.0,.000,8.1,14.0,.580,.578,4.2,5.6,.741,6.1,8.2,14.4,3.9,1.8,2.3,1.7,3.5,20.4,132,102,
35,36,Dan Majerle,26,PHO,SF,82,15,2853,9.3,19.5,.478,1.5,3.9,.382,7.9,15.7,.502,.516,3.9,5.1,.756,2.5,5.7,8.2,4.6,2.2,0.7,1.7,2.7,24.0,118,106,"6MOY-3,AS"
36,37,Johnny Dawkins,28,PHI,PG,82,82,2815,7.2,16.4,.437,0.7,1.8,.356,6.5,14.6,.447,.457,3.0,3.4,.882,0.8,3.4,4.1,10.3,1.6,0.1,3.3,2.9,18.0,107,113,
37,38,Rony Seikaly,26,MIA,C,79,78,2800,8.1,16.6,.489,0.0,0.1,.000,8.1,16.6,.490,.489,6.5,8.9,.733,5.4,11.0,16.4,1.9,0.7,2.1,3.8,4.9,22.7,109,108,
38,39,Michael Adams,29,WSB,PG,78,78,2795,8.5,21.7,.393,2.2,6.8,.324,6.3,14.9,.425,.444,5.5,6.3,.869,1.0,4.4,5.4,10.4,2.5,0.2,3.7,2.8,24.8,106,109,AS
39,40,Greg Anderson,27,DEN,PF,82,82,2793,6.8,14.9,.456,0.0,0.1,.000,6.8,14.8,.458,.456,2.9,4.7,.623,5.9,10.5,16.4,1.4,1.5,1.1,3.5,4.6,16.5,98,106,
40,41,Muggsy Bogues,27,CHH,PG,82,69,2790,5.4,11.4,.472,0.0,0.5,.074,5.3,10.9,.489,.474,1.6,2.0,.783,1.0,3.0,4.0,12.6,2.9,0.1,2.6,2.6,12.4,112,112,
41,42,Terry Porter,28,POR,PG,82,82,2784,9.1,19.7,.461,2.2,5.6,.395,6.8,14.0,.488,.518,5.5,6.4,.856,0.9,3.6,4.4,8.3,2.2,0.2,3.3,2.7,25.9,119,106,
42,43,Armen Gilliam,27,PHI,PF,81,81,2771,9.5,18.5,.511,0.0,0.0,.000,9.5,18.5,.513,.511,6.3,7.9,.807,4.3,7.9,12.2,2.2,0.9,1.6,3.1,3.3,25.3,115,110,
43,44,Clyde Drexler,29,POR,SG,76,76,2751,12.2,26.0,.470,2.0,6.0,.337,10.2,20.1,.510,.509,7.1,8.9,.794,2.9,5.9,8.8,9.0,2.4,1.2,4.2,4.0,33.5,117,103,"MVP-2,AS,NBA1"
44,45,Micheal Williams,25,IND,PG,79,76,2750,7.1,14.5,.490,0.1,0.6,.242,7.0,13.9,.501,.495,6.6,7.5,.871,1.3,3.7,5.0,11.4,4.1,0.4,4.2,4.6,20.9,117,107,DEF2
45,46,Kenny Smith,26,HOU,PG,81,80,2735,8.0,16.8,.475,1.0,2.5,.394,7.0,14.3,.489,.504,4.0,4.7,.866,0.6,2.6,3.3,10.4,1.9,0.1,4.2,2.1,21.0,109,112,
46,47,Spud Webb,28,SAC,PG,77,77,2724,7.9,17.8,.445,1.3,3.5,.367,6.6,14.3,.465,.482,4.6,5.4,.859,0.5,3.4,3.9,9.7,2.2,0.4,4.1,3.4,21.8,106,112,
47,48,Dikembe Mutombo,25,DEN,C,71,71,2716,7.7,15.6,.493,0.0,0.0,,7.7,15.6,.493,.493,5.8,9.0,.642,5.7,9.9,15.6,2.8,0.8,3.8,4.5,4.9,21.1,103,106,"ROY-2,AS"
48,49,Vernon Maxwell,26,HOU,SG,80,80,2700,9.4,22.7,.413,3.0,8.8,.342,6.4,13.9,.458,.479,3.9,5.0,.772,0.7,3.9,4.5,6.1,1.9,0.5,3.3,3.7,25.6,104,110,
49,50,Byron Scott,30,LAL,SG,82,82,2679,8.9,19.5,.458,1.0,3.0,.344,7.9,16.4,.479,.485,4.7,5.6,.838,1.4,4.6,6.0,4.4,2.0,0.5,2.3,2.7,23.6,112,110,
50,51,Ricky Pierce,32,SEA,SG,78,78,2658,11.7,24.7,.475,0.6,2.3,.268,11.1,22.4,.496,.487,7.9,8.6,.916,1.8,2.7,4.4,4.6,1.6,0.4,3.6,4.0,32.0,116,113,
51,52,Brad Daugherty,26,CLE,C,73,73,2643,11.0,19.3,.570,0.0,0.0,.000,11.0,19.3,.571,.570,7.9,10.2,.777,3.7,10.9,14.5,5.0,1.2,1.5,3.5,3.6,29.9,122,106,"MVP-11,AS,NBA3"
52,53,Hakeem Olajuwon,29,HOU,C,70,69,2636,11.3,22.5,.502,0.0,0.0,.000,11.3,22.5,.503,.502,6.3,8.2,.766,4.7,11.5,16.2,3.0,2.4,5.8,3.6,5.0,28.9,110,99,"DPOY-6,AS"
53,54,Reggie Williams,27,DEN,SF,81,80,2623,11.2,23.7,.471,1.0,2.9,.359,10.1,20.8,.486,.493,4.0,5.0,.803,2.7,4.8,7.5,4.4,2.7,1.3,3.2,5.0,27.4,109,107,
54,55,Detlef Schrempf,29,IND,PF,80,4,2605,9.2,17.2,.536,0.4,1.3,.324,8.8,15.9,.554,.549,6.8,8.2,.828,3.8,10.6,14.3,5.8,1.2,0.7,3.6,5.3,25.7,121,108,"MVP-16,6MOY-1"
55,56,David Robinson,26,SAS,C,68,68,2564,11.5,20.9,.551,0.0,0.2,.125,11.5,20.7,.554,.552,7.6,10.9,.701,5.1,11.1,16.1,3.5,3.1,5.9,3.5,4.3,30.7,118,94,"MVP-3,DPOY-1,AS,NBA1,DEF1"
56,57,Jerome Kersey,29,POR,SF,77,76,2553,7.6,16.2,.467,0.0,0.2,.125,7.5,16.0,.470,.468,3.3,5.0,.664,4.6,7.4,12.0,4.6,2.2,1.3,2.9,4.8,18.4,108,102,
57,58,Gary Payton,23,SEA,PG,81,79,2549,6.5,14.5,.451,0.1,0.5,.130,6.5,14.0,.461,.453,2.0,2.9,.669,2.4,3.4,5.8,10.0,2.9,0.4,3.4,4.9,15.1,106,109,
58,59,Mookie Blaylock,24,NJN,PG,72,67,2548,8.2,19.1,.432,0.2,1.0,.222,8.0,18.1,.444,.438,2.4,3.4,.712,1.9,3.2,5.2,9.5,3.3,0.8,2.9,3.5,19.2,107,108,
59,60,Doug West,24,MIN,SG,80,72,2540,9.2,17.8,.518,0.1,0.5,.174,9.1,17.3,.527,.520,3.7,4.6,.805,2.1,3.0,5.1,5.6,1.3,0.5,2.4,4.8,22.2,114,116,
60,61,Rolando Blackman,32,DAL,SG,75,74,2527,10.8,23.4,.461,1.3,3.4,.385,9.5,20.0,.474,.489,4.8,5.4,.898,1.6,3.2,4.8,4.1,1.0,0.4,3.1,2.7,27.6,108,115,
61,62,Wayman Tisdale,27,SAC,PF,72,71,2521,10.0,19.9,.500,0.0,0.0,.000,10.0,19.9,.501,.500,2.9,3.8,.763,2.6,6.4,9.0,2.0,1.1,1.5,2.4,4.7,22.8,105,111,
62,63,Buck Williams,31,POR,PF,80,80,2519,6.5,10.8,.604,0.0,0.0,.000,6.5,10.8,.605,.604,4.3,5.6,.754,5.0,8.5,13.6,2.1,1.2,0.8,2.5,4.7,17.3,125,104,"DPOY-6,DEF2"
63,64,Moses Malone,36,MIL,C,82,77,2511,8.8,18.6,.474,0.1,0.2,.375,8.7,18.4,.474,.475,7.9,10.1,.786,6.4,8.5,14.9,1.9,1.5,1.3,3.0,2.7,25.6,117,110,
64,65,Pervis Ellison,24,WSB,C,66,64,2511,10.7,19.8,.539,0.0,0.1,.333,10.7,19.8,.540,.540,4.4,6.1,.728,4.2,10.2,14.5,3.7,1.2,3.5,3.8,4.3,25.9,109,104,MIP-1
65,66,Billy Owens,22,GSW,PF,80,77,2510,8.7,16.5,.525,0.0,0.2,.111,8.6,16.3,.529,.526,3.8,5.8,.654,4.5,7.3,11.8,3.5,1.7,1.2,3.3,5.1,21.1,111,109,ROY-3
66,67,Stacey Augmon,23,ATL,SG,82,82,2505,8.6,17.6,.489,0.0,0.1,.167,8.6,17.5,.492,.490,4.2,6.3,.666,3.7,4.5,8.2,3.9,2.4,0.5,3.5,3.2,21.4,104,109,
67,68,Kevin Gamble,26,BOS,SF,82,77,2496,9.6,18.2,.529,0.2,0.6,.290,9.5,17.6,.537,.534,2.8,3.2,.885,1.6,4.1,5.7,4.4,1.5,0.7,1.9,4.0,22.2,117,109,
68,69,Tim Perry,26,PHO,PF,80,69,2483,8.0,15.4,.523,0.1,0.2,.375,8.0,15.2,.525,.525,3.0,4.2,.712,4.0,6.8,10.7,2.6,0.9,2.3,2.7,4.6,19.1,110,107,
69,70,Alvin Robertson,29,MIL,SG,82,79,2463,8.1,18.8,.430,1.4,4.3,.319,6.7,14.5,.462,.466,3.1,4.0,.763,3.6,3.6,7.1,7.3,4.3,0.7,4.6,5.4,20.6,103,108,
70,71,Michael Cage,30,SEA,PF,82,69,2461,6.3,11.1,.566,0.0,0.1,.000,6.3,11.0,.572,.566,2.2,3.5,.620,5.4,9.4,14.9,1.9,2.0,1.1,1.6,4.8,14.7,124,106,
71,72,Mark Jackson,26,NYK,PG,81,81,2461,7.7,15.7,.491,0.2,0.9,.256,7.5,14.8,.506,.499,3.6,4.7,.770,2.0,4.4,6.4,14.6,2.4,0.3,4.4,3.2,19.2,113,105,
72,73,Tony Campbell,29,MIN,SF,78,41,2441,10.9,23.5,.464,0.3,0.8,.351,10.6,22.8,.467,.469,5.0,6.2,.803,2.9,3.0,5.9,4.7,1.7,0.6,3.4,4.3,27.0,105,115,
73,74,Ron Anderson,33,PHI,SF,82,11,2432,9.9,21.2,.465,0.9,2.7,.331,9.0,18.6,.485,.486,3.0,3.4,.877,2.0,3.8,5.9,2.8,1.8,0.2,2.3,2.7,23.6,107,112,
74,75,Hot Rod Williams,29,CLE,C,80,12,2432,7.1,14.1,.503,0.0,0.1,.000,7.1,14.0,.506,.503,5.6,7.5,.752,4.7,7.9,12.6,4.1,1.2,3.8,1.7,4.0,19.8,124,106,
75,76,Terry Catledge,28,ORL,PF,78,67,2430,9.2,18.6,.496,0.0,0.1,.000,9.2,18.5,.498,.496,4.8,7.0,.694,5.2,5.9,11.1,2.2,1.2,0.3,2.8,3.9,23.3,110,112,
76,77,Chris Morris,26,NJN,SF,77,74,2394,7.1,14.9,.477,0.5,2.3,.200,6.6,12.6,.526,.492,3.4,4.7,.714,4.1,6.0,10.1,4.0,2.6,1.7,3.5,4.3,18.0,107,107,
77,78,Harvey Grant,26,WSB,SF,64,60,2388,10.1,21.0,.478,0.0,0.2,.125,10.0,20.9,.481,.479,3.6,4.5,.800,3.2,5.7,8.9,3.5,1.5,0.6,2.2,3.7,23.8,107,110,
78,79,Scott Skiles,27,ORL,PG,75,63,2377,7.4,17.9,.414,1.9,5.2,.364,5.5,12.7,.434,.466,5.1,5.7,.895,0.7,3.4,4.2,11.2,1.5,0.1,4.8,3.9,21.8,106,113,
79,80,Eddie Johnson,32,SEA,SF,81,19,2366,11.4,24.8,.459,0.6,2.3,.252,10.8,22.5,.480,.470,6.2,7.2,.861,2.5,3.7,6.2,3.4,1.2,0.2,2.8,4.2,29.5,113,113,
80,81,Xavier McDaniel,28,NYK,SF,82,82,2344,10.8,22.5,.478,0.3,0.9,.308,10.5,21.6,.485,.484,3.0,4.2,.714,3.9,6.3,10.1,3.3,1.3,0.5,3.2,5.3,24.8,104,106,
81,82,Gerald Wilkins,28,NYK,SG,82,82,2344,9.5,21.2,.447,0.8,2.4,.352,8.7,18.9,.459,.467,2.6,3.5,.730,1.6,2.9,4.5,4.8,1.7,0.4,2.5,4.3,22.4,104,107,
82,83,Sam Perkins,30,LAL,PF,63,63,2332,8.0,17.9,.450,0.3,1.5,.217,7.7,16.3,.471,.459,6.8,8.3,.817,4.3,8.1,12.4,3.1,1.4,1.4,1.8,4.3,23.2,118,108,
83,84,Charles Oakley,28,NYK,PF,82,82,2309,4.7,9.0,.522,0.0,0.1,.000,4.7,8.9,.526,.522,1.9,2.6,.735,5.7,9.9,15.7,3.0,1.5,0.3,2.8,5.8,11.3,110,103,
84,85,Mark Macon,22,DEN,SG,76,67,2304,7.0,18.8,.375,0.1,0.6,.133,7.0,18.2,.383,.377,2.9,3.9,.730,1.7,3.0,4.7,3.6,3.3,0.3,3.3,5.1,17.0,88,109,
85,86,Duane Causwell,23,SAC,C,80,77,2291,5.3,9.6,.549,0.0,0.0,.000,5.3,9.6,.551,.549,2.9,4.7,.613,4.1,8.1,12.2,1.2,1.0,4.5,2.6,5.9,13.4,107,107,
86,87,Anthony Bonner,23,SAC,PF,79,18,2287,6.2,13.9,.447,0.0,0.1,.250,6.2,13.8,.448,.448,3.2,5.1,.627,4.0,6.2,10.2,2.6,2.0,0.5,2.8,4.1,15.6,99,110,
87,88,Robert Parish,38,BOS,C,79,79,2285,10.3,19.2,.535,0.0,0.0,,10.3,19.2,.535,.535,3.9,5.1,.772,4.8,10.7,15.5,1.5,1.5,2.1,2.9,3.8,24.5,113,104,
88,89,Blue Edwards,26,UTA,SF,81,81,2283,9.5,18.3,.522,0.9,2.3,.379,8.7,16.0,.542,.545,2.5,3.2,.774,1.9,4.7,6.6,3.0,1.8,1.0,2.7,5.2,22.4,110,107,
89,90,Jay Humphries,29,MIL,PG,71,71,2261,8.4,17.8,.469,0.9,3.2,.292,7.4,14.6,.508,.496,4.3,5.5,.783,1.0,3.1,4.1,10.4,2.6,0.3,3.3,4.7,22.0,115,112,
90,91,Derek Harper,30,DAL,PG,65,64,2252,10.1,22.8,.443,1.3,4.2,.312,8.8,18.6,.473,.472,4.5,5.9,.759,1.1,2.7,3.8,8.4,2.3,0.4,3.5,3.4,26.0,107,112,
91,92,Bill Laimbeer,34,DET,C,81,46,2234,8.0,17.1,.470,0.8,2.0,.376,7.3,15.1,.483,.492,1.6,1.8,.893,2.4,8.1,10.6,3.8,1.2,1.3,2.4,5.3,18.4,107,104,
92,93,Larry Stewart,23,WSB,PF,76,43,2229,6.7,13.0,.514,0.0,0.1,.000,6.7,12.9,.516,.514,4.1,5.1,.807,4.1,5.8,9.9,2.6,1.1,1.0,2.5,5.0,17.5,113,110,
93,94,Kenny Gattison,27,CHH,PF,82,71,2223,9.0,17.0,.529,0.0,0.0,.000,9.0,16.9,.531,.529,4.2,6.1,.688,3.8,8.6,12.3,2.8,1.3,1.5,3.0,5.8,22.1,110,110,
94,95,Kevin Duckworth,27,POR,C,82,82,2222,7.9,17.2,.461,0.0,0.1,.000,7.9,17.1,.462,.461,3.4,4.9,.690,3.3,7.6,10.8,2.2,0.8,0.8,3.1,5.8,19.2,101,106,
95,96,Rumeal Robinson,25,ATL,PG,81,64,2220,9.3,20.5,.456,0.8,2.3,.327,8.6,18.2,.472,.474,3.9,6.1,.636,1.4,3.4,4.8,9.9,2.3,0.5,4.6,3.9,23.3,102,110,
96,97,Winston Garland,27,DEN,PG,78,67,2209,7.3,16.5,.444,0.2,0.6,.321,7.1,15.9,.449,.450,3.8,4.4,.859,1.5,2.7,4.2,9.1,2.2,0.5,3.9,4.5,18.7,105,111,
97,98,Derrick Coleman,24,NJN,PF,65,58,2207,10.7,21.3,.504,0.5,1.7,.303,10.2,19.6,.522,.516,6.7,8.7,.763,4.5,9.2,13.7,4.6,1.2,2.2,5.5,3.7,28.6,108,107,
98,99,Tyrone Corbin,29,2TM,SF,80,9,2207,6.9,14.4,.481,0.0,0.1,.000,6.9,14.3,.484,.481,4.0,4.6,.866,3.7,7.0,10.8,3.2,1.9,0.5,2.2,4.4,17.8,113,107,6MOY-4
99,99,Tyrone Corbin,29,MIN,SF,11,8,344,8.4,20.8,.401,0.0,0.1,.000,8.4,20.7,.404,.401,6.5,7.8,.830,3.5,6.6,10.1,4.8,1.8,0.9,3.8,4.6,23.2,99,112,
100,99,Tyrone Corbin,29,UTA,SF,69,1,1863,6.6,13.2,.504,0.0,0.1,.000,6.6,13.1,.507,.504,3.5,4.0,.878,3.8,7.1,10.9,2.9,1.9,0.4,1.9,4.4,16.8,118,106,
101,100,Nick Anderson,24,ORL,SG,60,59,2203,10.7,23.2,.463,0.7,1.9,.353,10.0,21.3,.472,.477,4.5,6.7,.667,2.2,6.4,8.5,3.6,2.2,0.7,2.8,2.9,26.6,105,109,
102,101,Buck Johnson,28,HOU,SF,80,69,2202,6.6,14.5,.458,0.0,0.2,.111,6.6,14.3,.463,.459,2.4,3.3,.727,2.2,5.0,7.2,3.6,1.7,1.1,2.4,5.4,15.7,101,109,
103,102,Anthony Mason,25,NYK,PF,82,0,2198,4.8,9.4,.509,0.0,0.0,,4.8,9.4,.509,.509,3.9,6.1,.642,5.1,8.4,13.5,2.5,1.1,0.5,2.4,5.4,13.5,113,104,
104,103,Dale Ellis,31,MIL,SF,81,11,2191,11.1,23.7,.469,3.2,7.5,.419,8.0,16.2,.492,.536,3.8,4.9,.774,2.1,3.7,5.8,2.4,1.3,0.4,2.7,3.5,29.2,114,114,
105,104,Sam Bowie,30,NJN,C,71,61,2179,9.5,21.3,.445,0.2,0.6,.320,9.3,20.7,.448,.449,4.8,6.3,.757,4.6,8.4,13.0,4.2,0.9,2.7,3.4,4.8,23.9,107,108,
106,105,Sam Mitchell,28,MIN,PF,82,63,2151,7.2,17.0,.423,0.0,0.3,.182,7.2,16.8,.427,.425,4.9,6.2,.786,3.7,7.4,11.1,2.2,1.2,0.9,2.3,5.4,19.4,104,112,
107,106,Terry Cummings,30,SAS,PF,70,67,2149,11.9,24.5,.488,0.1,0.3,.385,11.8,24.1,.489,.491,4.1,5.8,.711,5.7,8.9,14.7,2.4,1.3,0.8,2.7,4.9,28.1,110,104,
108,107,Terry Davis,24,DAL,PF,68,67,2149,6.1,12.6,.482,0.0,0.1,.000,6.1,12.4,.487,.482,4.3,6.7,.635,5.4,10.5,15.9,1.3,0.6,0.7,2.8,4.8,16.4,106,110,
109,108,Mark Price,27,CLE,PG,72,72,2138,10.4,21.2,.488,2.4,6.2,.387,8.0,15.0,.530,.545,6.4,6.7,.947,0.9,3.2,4.1,12.6,2.2,0.3,3.8,2.7,29.5,123,110,"MVP-7,AS,NBA3"
110,109,David Wingate,28,WSB,SG,81,72,2127,6.1,13.2,.465,0.0,0.4,.056,6.1,12.8,.478,.466,2.4,3.4,.719,1.8,4.4,6.2,5.7,2.8,0.5,2.9,3.7,14.7,100,108,
111,110,Clifford Robinson,25,POR,SF,82,7,2124,9.1,19.5,.466,0.0,0.3,.091,9.1,19.2,.471,.467,5.0,7.5,.664,3.2,6.3,9.5,3.1,1.9,2.4,3.5,6.3,23.2,103,103,
112,111,John Starks,26,NYK,SG,82,0,2118,9.9,22.0,.449,2.3,6.6,.348,7.6,15.4,.492,.501,5.7,7.4,.778,1.1,3.6,4.7,6.7,2.5,0.4,3.7,5.6,27.8,111,105,6MOY-4
113,112,Šarūnas Marčiulionis,27,GSW,SG,72,5,2117,10.8,20.0,.538,0.1,0.2,.300,10.7,19.8,.541,.540,8.2,10.5,.788,1.5,3.1,4.6,5.3,2.5,0.2,4.2,5.2,29.8,116,111,6MOY-2
114,113,Orlando Woolridge,32,DET,SF,82,61,2113,11.2,22.5,.498,0.0,0.2,.111,11.2,22.3,.502,.499,6.0,8.8,.683,2.7,3.7,6.4,2.2,1.0,0.8,3.3,3.8,28.4,107,108,
