,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
10,11,Tayshaun Prince,24,DET,SF,82,82,3039,8.5,17.4,.487,0.9,2.5,.341,7.6,14.9,.512,.511,4.0,5.0,.807,2.4,5.5,7.9,4.5,1.0,1.3,2.4,2.9,21.8,114,104,"DPOY-7,DEF2"
11,12,Dirk Nowitzki,26,DAL,PF,78,78,3020,11.4,24.8,.459,1.6,3.9,.399,9.8,20.9,.470,.490,10.5,12.1,.869,1.6,11.3,13.0,4.1,1.7,2.0,3.0,3.8,34.8,118,100,"MVP-3,AS,NBA1"
12,13,Chris Bosh,20,TOR,PF,81,81,3017,8.1,17.3,.471,0.1,0.2,.300,8.1,17.1,.472,.472,7.1,9.3,.760,3.3,9.0,12.3,2.6,1.3,1.9,3.2,3.9,23.4,107,107,
13,14,Elton Brand,25,LAC,PF,81,81,3001,11.3,22.4,.503,0.0,0.1,.000,11.3,22.4,.504,.503,6.5,8.7,.752,5.3,8.5,13.8,3.7,1.1,3.0,3.3,4.3,29.1,113,104,
14,15,Steve Francis,27,ORL,PG,78,78,2978,9.6,22.6,.423,0.6,2.2,.299,8.9,20.5,.436,.438,8.5,10.3,.823,2.1,5.5,7.7,9.3,1.9,0.5,5.4,4.6,28.3,105,108,
15,16,Dwyane Wade,23,MIA,SG,77,77,2974,11.2,23.4,.478,0.2,0.8,.289,11.0,22.6,.485,.483,10.3,13.5,.762,2.0,5.1,7.1,9.2,2.2,1.5,5.7,4.1,33.0,109,103,"MVP-8,DPOY-21,AS,NBA2,DEF2"
16,17,Paul Pierce,27,BOS,SF,82,82,2960,9.7,21.3,.455,1.9,5.1,.370,7.8,16.2,.481,.499,9.5,11.6,.822,1.4,8.0,9.4,6.0,2.3,0.7,4.0,4.4,30.8,114,105,AS
17,18,Antoine Walker,28,2TM,PF,77,77,2955,10.3,24.3,.422,1.9,6.0,.323,8.3,18.3,.455,.462,3.6,6.6,.539,3.2,9.1,12.3,4.7,1.6,1.0,4.5,3.8,26.0,95,108,
18,18,Antoine Walker,28,ATL,PF,53,53,2128,10.4,25.0,.415,2.1,6.6,.317,8.3,18.4,.450,.457,3.9,7.3,.534,3.1,9.2,12.3,4.8,1.6,0.8,4.5,3.6,26.7,94,110,
19,18,Antoine Walker,28,BOS,PF,24,24,827,10.0,22.6,.442,1.6,4.5,.342,8.5,18.1,.467,.477,2.7,4.9,.557,3.5,8.8,12.3,4.4,1.6,1.6,4.4,4.4,24.3,95,105,
20,19,Richard Hamilton,26,DET,SG,76,76,2926,9.6,21.8,.440,0.7,2.2,.305,8.9,19.6,.455,.455,6.9,8.1,.858,1.4,4.2,5.6,7.0,1.4,0.2,4.1,4.4,26.8,106,105,
21,20,Chucky Atkins,30,LAL,PG,82,82,2903,7.1,16.6,.426,3.2,8.3,.387,3.9,8.3,.466,.523,3.0,3.7,.803,0.6,3.0,3.6,6.5,1.3,0.0,2.7,3.3,20.3,112,115,
22,21,Desmond Mason,27,MIL,SF,80,71,2893,8.7,19.7,.443,0.0,0.1,.125,8.7,19.6,.445,.443,7.7,9.6,.802,1.6,4.1,5.7,4.0,1.1,0.5,3.0,3.6,25.2,107,113,
23,22,Amar'e Stoudemire,22,PHO,C,80,80,2889,12.9,23.1,.559,0.1,0.3,.188,12.9,22.9,.564,.560,10.1,13.8,.733,3.8,8.6,12.4,2.3,1.3,2.3,3.3,4.8,36.0,121,105,"MVP-9,AS,NBA2"
24,23,Chauncey Billups,28,DET,PG,80,80,2866,7.8,17.5,.442,3.2,7.4,.426,4.6,10.1,.454,.533,6.6,7.3,.898,0.9,4.3,5.2,8.9,1.6,0.2,3.5,3.7,25.3,121,105,DEF2
25,24,Kurt Thomas,32,NYK,PF,80,80,2855,7.9,16.7,.471,0.0,0.1,.500,7.8,16.6,.470,.472,1.2,1.6,.786,3.2,12.3,15.4,3.0,1.3,1.5,1.8,5.7,17.0,104,105,
26,25,Andre Miller,28,DEN,PG,82,82,2852,7.7,16.1,.477,0.1,0.7,.154,7.6,15.4,.492,.480,4.6,5.4,.838,1.8,4.3,6.1,10.2,2.2,0.1,4.0,3.7,20.0,109,106,
27,26,Michael Redd,25,MIL,SG,75,75,2848,11.6,26.3,.441,1.9,5.4,.355,9.7,20.9,.463,.477,6.9,8.0,.854,1.3,4.5,5.8,3.2,1.2,0.1,2.5,2.8,32.0,110,113,
28,27,Eddie Jones,33,MIA,SF,80,80,2839,6.5,15.3,.428,2.6,7.1,.372,3.9,8.2,.477,.515,3.2,4.0,.806,0.7,6.8,7.5,3.9,1.6,0.7,1.8,4.7,19.0,113,104,
29,28,Quentin Richardson,24,PHO,SG,79,78,2839,7.2,18.4,.389,4.0,11.1,.358,3.2,7.3,.437,.498,2.4,3.2,.739,1.6,6.8,8.4,2.8,1.7,0.5,1.8,3.5,20.7,108,107,
30,29,Vince Carter,28,2TM,SF,77,76,2828,13.1,29.1,.452,2.4,5.9,.406,10.7,23.2,.463,.493,6.9,8.7,.798,2.0,5.6,7.6,6.2,2.1,0.9,3.2,4.6,35.6,109,104,"MVP-13,AS"
31,29,Vince Carter,28,TOR,SG,20,20,608,10.6,25.7,.411,1.6,5.0,.322,8.9,20.7,.432,.442,4.3,6.1,.694,2.4,3.2,5.6,5.2,2.1,1.3,1.9,4.8,27.0,102,109,
32,29,Vince Carter,28,NJN,SF,57,56,2220,13.9,30.1,.462,2.6,6.2,.425,11.3,23.9,.471,.505,7.7,9.4,.817,1.9,6.2,8.1,6.5,2.0,0.8,3.5,4.5,38.1,110,103,
33,30,P.J. Brown,35,NOH,PF,82,78,2817,6.6,14.8,.446,0.0,0.0,,6.6,14.8,.446,.446,4.1,4.7,.864,5.2,9.2,14.3,3.5,1.4,1.0,2.0,4.5,17.2,112,106,MVP-14
34,31,Kirk Hinrich,24,CHI,PG,77,77,2800,8.3,20.8,.397,2.7,7.6,.355,5.6,13.2,.420,.461,3.2,4.0,.792,0.6,5.0,5.6,9.2,2.3,0.4,3.3,4.5,22.4,104,101,DPOY-12
35,32,Bobby Simmons,24,LAC,SF,75,74,2799,9.1,19.6,.466,1.0,2.2,.435,8.2,17.4,.470,.491,4.4,5.3,.846,2.5,6.1,8.6,3.9,2.0,0.3,2.6,4.4,23.6,110,107,MIP-1
36,33,David Wesley,34,2TM,SG,80,79,2774,6.5,16.5,.398,2.3,6.2,.375,4.2,10.3,.411,.468,3.2,3.7,.857,0.7,3.7,4.5,5.2,1.9,0.2,2.2,4.2,18.6,106,106,DPOY-16
37,33,David Wesley,34,NOH,SG,26,26,934,7.8,20.1,.389,1.6,4.7,.350,6.2,15.4,.401,.430,3.9,4.5,.882,0.7,4.3,5.0,6.4,2.1,0.1,3.2,3.8,21.2,99,109,
38,33,David Wesley,34,HOU,SG,54,53,1840,5.9,14.6,.404,2.6,6.9,.383,3.3,7.7,.422,.494,2.8,3.3,.841,0.8,3.4,4.2,4.6,1.8,0.2,1.7,4.4,17.3,110,105,
39,34,Damon Stoudamire,31,POR,PG,81,70,2762,8.8,22.5,.392,3.5,9.5,.369,5.3,13.1,.409,.470,3.5,3.9,.915,1.1,4.9,6.0,8.9,1.7,0.0,3.2,3.1,24.7,108,110,
40,35,Caron Butler,24,LAL,SF,77,77,2746,8.5,19.1,.445,0.7,2.4,.304,7.8,16.7,.465,.464,5.3,6.1,.862,2.8,5.9,8.7,2.8,2.1,0.4,2.4,4.1,23.0,110,111,
41,36,Tony Parker,22,SAS,PG,80,80,2735,10.6,22.1,.482,0.8,3.1,.276,9.8,19.0,.516,.501,4.1,6.4,.650,0.9,5.0,5.9,9.7,1.9,0.1,4.2,3.3,26.3,106,101,
42,37,Jason Richardson,24,GSW,SG,72,72,2724,11.5,25.8,.446,2.4,7.0,.338,9.2,18.9,.486,.492,4.0,5.8,.693,2.4,5.6,8.0,5.3,2.0,0.6,3.2,2.9,29.5,105,107,
43,38,Rafer Alston,28,TOR,PG,80,78,2717,7.7,18.6,.414,2.6,7.4,.357,5.0,11.2,.451,.485,3.6,4.9,.740,0.8,4.5,5.3,9.8,2.2,0.1,3.2,4.0,21.7,108,109,
44,39,Jalen Rose,32,TOR,SF,81,65,2710,10.1,22.1,.455,2.1,5.2,.394,8.0,16.9,.473,.501,6.4,7.5,.854,0.8,4.4,5.3,4.0,1.2,0.2,3.4,3.6,28.6,107,112,
45,40,Rashard Lewis,25,SEA,SF,71,71,2697,10.8,23.3,.462,3.5,8.7,.400,7.3,14.6,.499,.537,4.5,5.7,.777,2.2,5.6,7.9,1.9,1.5,1.3,2.5,3.2,29.5,117,110,AS
46,41,Ricky Davis,25,BOS,SG,82,11,2696,9.2,19.9,.462,1.2,3.4,.339,8.0,16.4,.488,.491,5.5,6.7,.815,1.3,3.5,4.8,4.7,1.7,0.5,3.9,3.3,25.0,104,110,6MOY-2
47,42,Kobe Bryant,26,LAL,SG,66,66,2689,11.3,26.0,.433,2.6,7.6,.339,8.7,18.4,.472,.482,10.7,13.0,.816,1.9,5.8,7.7,7.8,1.7,1.0,5.3,3.4,35.7,111,111,"AS,NBA3"
48,43,Jamal Crawford,24,NYK,SG,70,67,2688,8.6,21.6,.398,3.6,10.1,.361,5.0,11.5,.431,.483,3.6,4.3,.843,0.6,3.3,4.0,5.9,1.8,0.4,2.9,2.7,24.4,106,111,
49,44,Rasheed Wallace,30,DET,PF,79,79,2687,9.6,21.8,.440,1.5,4.8,.318,8.0,16.9,.475,.475,2.8,4.0,.697,3.6,9.6,13.2,2.9,1.3,2.4,2.6,4.8,23.5,103,99,DPOY-16
50,45,Andre Iguodala,21,PHI,SG,82,82,2686,5.1,10.3,.493,0.9,2.7,.331,4.2,7.6,.550,.536,2.9,4.0,.743,1.7,7.1,8.7,4.6,2.6,0.9,2.6,3.8,13.9,110,102,"ROY-4,DPOY-14"
51,46,Udonis Haslem,24,MIA,PF,80,80,2675,6.8,12.7,.540,0.0,0.1,.000,6.8,12.6,.543,.540,3.5,4.4,.791,4.7,9.6,14.3,2.1,1.2,0.8,2.2,5.1,17.2,118,102,
52,47,Ben Wallace,30,DET,C,74,74,2671,6.1,13.4,.453,0.0,0.2,.111,6.1,13.2,.458,.454,2.7,6.3,.428,6.0,12.6,18.6,2.5,2.2,3.6,1.7,3.3,14.9,105,94,"DPOY-1,AS,NBA3,DEF1"
53,48,Dwight Howard,19,ORL,PF,82,82,2670,6.7,12.8,.520,0.0,0.0,.000,6.7,12.8,.521,.520,5.3,7.8,.671,5.4,10.2,15.6,1.4,1.5,2.6,3.1,4.4,18.6,111,104,"ROY-3,DPOY-21"
54,49,Kyle Korver,23,PHI,SF,82,57,2667,6.0,14.4,.418,4.3,10.6,.405,1.7,3.8,.453,.567,1.6,1.8,.854,0.8,6.4,7.2,3.4,2.0,0.6,2.0,5.0,17.9,112,105,6MOY-11
55,50,Jeff McInnis,30,CLE,PG,76,69,2651,7.6,18.5,.412,1.8,5.3,.345,5.8,13.1,.439,.462,2.6,3.2,.813,0.6,2.5,3.2,7.9,1.1,0.0,2.4,3.6,19.7,108,111,
56,51,Bruce Bowen,33,SAS,SF,82,82,2627,5.2,12.3,.420,2.1,5.2,.403,3.1,7.1,.432,.505,1.5,2.3,.634,1.0,4.8,5.9,2.6,1.1,0.8,1.2,3.6,13.9,109,102,"DPOY-2,DEF1"
57,52,Zydrunas Ilgauskas,29,CLE,C,78,78,2615,9.4,20.0,.468,0.0,0.1,.286,9.3,19.9,.469,.469,8.2,10.3,.799,6.1,7.6,13.7,2.0,1.1,3.4,3.9,6.4,27.0,110,104,AS
58,53,Carmelo Anthony,20,DEN,SF,75,75,2608,10.4,24.2,.431,0.8,3.1,.266,9.6,21.1,.455,.448,9.0,11.3,.796,2.8,5.6,8.4,3.8,1.3,0.6,4.4,4.5,30.7,103,107,
59,54,Antawn Jamison,28,WAS,PF,68,68,2605,10.2,23.5,.437,1.4,4.1,.341,8.8,19.4,.457,.466,4.4,5.8,.760,3.2,7.1,10.2,3.0,1.1,0.3,2.3,3.0,26.3,108,109,AS
60,55,Emeka Okafor,22,CHA,PF,73,73,2600,9.0,20.1,.447,0.0,0.0,.000,9.0,20.0,.447,.447,4.2,6.9,.609,5.5,10.4,15.9,1.3,1.2,2.5,2.5,4.3,22.1,100,105,"ROY-1,DPOY-21"
61,56,Matt Harpring,28,UTA,SF,78,55,2584,8.8,18.0,.489,0.2,0.9,.209,8.6,17.1,.504,.494,5.2,6.6,.778,4.1,6.0,10.1,3.0,1.5,0.3,2.8,5.3,22.9,111,111,
62,57,Damon Jones,28,MIA,PG,82,66,2576,6.8,14.9,.456,4.6,10.7,.432,2.2,4.2,.517,.611,1.4,1.8,.791,0.3,4.5,4.7,7.2,0.9,0.1,2.0,2.5,19.6,124,107,
63,58,Steve Nash,30,PHO,PG,75,75,2573,8.4,16.7,.502,1.8,4.2,.431,6.5,12.4,.526,.557,4.1,4.6,.887,1.1,3.7,4.8,16.7,1.4,0.1,4.8,2.6,22.7,123,111,"MVP-1,AS,NBA1"
64,59,Luke Ridnour,23,SEA,PG,82,82,2571,6.4,15.7,.405,1.4,3.8,.376,4.9,11.9,.414,.450,3.4,3.8,.883,1.2,3.2,4.3,10.3,2.0,0.5,3.2,3.9,17.5,112,111,
65,60,Mike Dunleavy,24,GSW,SF,79,79,2570,8.2,18.1,.451,2.1,5.5,.388,6.0,12.6,.479,.510,2.7,3.4,.779,1.9,6.8,8.7,4.1,1.6,0.5,2.6,4.0,21.2,107,107,
66,61,Wally Szczerbiak,27,MIN,SF,81,37,2558,9.8,19.4,.506,1.3,3.6,.373,8.5,15.8,.536,.540,5.5,6.4,.855,1.7,4.7,6.4,4.0,0.8,0.3,2.8,3.7,26.4,116,110,6MOY-6
67,62,Al Harrington,24,ATL,SF,66,66,2550,9.3,20.3,.459,0.3,1.5,.216,9.0,18.8,.479,.468,4.9,7.2,.672,3.0,6.5,9.5,4.3,1.8,0.3,4.2,5.1,23.8,99,111,
68,63,Jason Collins,26,NJN,C,80,80,2542,3.9,9.6,.412,0.0,0.1,.333,3.9,9.4,.413,.415,2.9,4.4,.656,3.2,7.1,10.3,2.2,1.5,1.5,1.9,6.8,10.8,99,103,
69,64,Gary Payton,36,BOS,PG,77,77,2541,6.9,14.7,.468,0.9,2.6,.326,6.0,12.1,.498,.497,3.1,4.1,.761,1.0,3.8,4.8,9.5,1.8,0.2,3.0,2.5,17.7,111,109,
70,65,Peja Stojaković,27,SAC,SF,66,66,2534,9.2,20.7,.444,3.5,8.8,.402,5.6,11.9,.475,.530,5.2,5.6,.920,1.3,4.5,5.8,2.8,1.6,0.2,2.1,3.2,27.1,117,111,
71,66,Drew Gooden,23,CLE,PF,82,80,2523,9.8,20.0,.492,0.1,0.6,.179,9.7,19.4,.502,.495,5.3,6.6,.810,4.4,11.6,16.0,2.8,1.6,1.6,2.8,4.9,25.1,112,102,
72,67,Shane Battier,26,MEM,SG,80,72,2516,5.8,13.2,.442,1.5,3.8,.395,4.3,9.4,.461,.499,3.9,4.9,.789,3.4,5.5,8.9,2.7,2.0,1.7,1.6,4.3,17.1,117,103,DPOY-21
73,68,Morris Peterson,27,TOR,SG,82,61,2510,7.3,17.5,.420,2.7,6.9,.385,4.7,10.6,.442,.496,3.9,4.7,.832,1.5,5.6,7.0,3.5,1.9,0.4,1.9,4.5,21.2,110,109,
74,69,Shaquille O'Neal,32,MIA,C,73,73,2492,14.0,23.2,.601,0.0,0.0,,14.0,23.2,.601,.601,7.5,16.2,.461,5.4,10.8,16.1,4.2,0.8,3.6,4.3,5.6,35.4,111,100,"MVP-2,DPOY-8,AS,NBA1"
75,70,Latrell Sprewell,34,MIN,SF,80,79,2450,8.8,21.1,.414,1.5,4.6,.327,7.2,16.5,.439,.450,3.4,4.1,.830,1.4,4.2,5.6,3.9,1.2,0.5,2.8,2.7,22.5,99,110,
76,71,Yao Ming,24,HOU,C,80,80,2447,11.9,21.5,.552,0.0,0.0,,11.9,21.5,.552,.552,8.6,11.0,.783,4.6,10.2,14.8,1.3,0.8,3.5,4.3,6.6,32.4,113,99,AS
77,72,Josh Howard,24,DAL,SF,76,76,2446,8.0,16.8,.475,0.7,2.4,.296,7.3,14.4,.506,.497,3.6,4.9,.733,3.6,6.7,10.2,2.3,2.5,1.0,2.6,4.5,20.3,108,103,DPOY-18
78,73,Corey Maggette,25,LAC,SG,66,60,2436,9.4,21.8,.431,1.1,3.7,.304,8.3,18.1,.457,.457,12.4,14.5,.857,1.5,7.2,8.7,5.0,1.5,0.2,4.3,4.2,32.4,112,107,
79,74,Jason Kidd,31,NJN,PG,66,65,2435,7.5,18.9,.398,2.9,7.9,.360,4.7,11.0,.425,.473,3.1,4.2,.740,2.1,8.7,10.8,12.1,2.7,0.2,3.7,2.4,21.0,107,101,DEF2
80,75,Jason Terry,27,DAL,PG,80,57,2401,8.0,16.0,.501,2.2,5.3,.420,5.8,10.7,.540,.570,3.1,3.7,.844,0.8,3.2,4.1,9.3,2.4,0.3,3.2,3.8,21.4,120,107,
81,76,Cuttino Mobley,29,2TM,SG,66,64,2388,8.8,20.0,.438,3.2,7.3,.439,5.5,12.7,.437,.518,3.6,4.4,.820,1.0,4.0,4.9,4.0,1.6,0.6,2.9,3.3,24.4,109,110,
82,76,Cuttino Mobley,29,ORL,SG,23,21,726,8.9,20.7,.432,4.0,8.7,.464,4.9,11.9,.409,.530,3.8,4.8,.797,0.8,3.6,4.4,2.9,1.6,0.6,2.9,3.4,25.8,110,110,
83,76,Cuttino Mobley,29,SAC,SG,43,43,1662,8.7,19.7,.440,2.9,6.7,.424,5.8,13.0,.449,.513,3.5,4.2,.831,1.1,4.1,5.2,4.5,1.6,0.7,2.9,3.2,23.7,108,111,
84,77,Josh Childress,21,ATL,SG,80,44,2376,6.7,14.2,.470,0.3,1.2,.232,6.4,13.0,.493,.481,4.2,5.1,.823,4.3,6.3,10.7,3.3,1.6,0.8,2.3,4.1,17.8,113,111,
85,78,Troy Murphy,24,GSW,PF,70,69,2375,8.5,20.5,.414,1.3,3.2,.399,7.2,17.3,.417,.445,5.0,6.9,.730,5.4,10.9,16.4,2.1,1.1,0.7,2.3,4.1,23.3,106,105,
86,79,Chris Webber,31,2TM,PF,67,67,2370,12.0,27.8,.433,0.3,1.0,.341,11.7,26.8,.436,.438,3.9,4.9,.794,2.8,10.4,13.2,6.9,2.0,1.1,3.9,4.6,28.3,98,103,
87,79,Chris Webber,31,SAC,PF,46,46,1668,12.7,28.4,.449,0.3,0.9,.379,12.4,27.5,.452,.455,4.4,5.5,.799,2.9,10.9,13.8,7.8,2.1,1.1,4.1,4.5,30.2,102,104,
88,79,Chris Webber,31,PHI,PF,21,21,702,10.3,26.4,.391,0.3,1.1,.267,10.0,25.3,.396,.396,2.7,3.5,.776,2.6,9.3,11.9,4.8,1.9,1.4,3.5,5.0,23.6,88,102,
89,80,Michael Finley,31,DAL,SG,64,64,2358,8.5,19.9,.427,2.5,6.3,.407,6.0,13.7,.436,.491,2.5,3.0,.831,1.0,4.8,5.8,3.7,1.1,0.4,1.3,2.7,22.0,111,108,
90,81,Larry Hughes,26,WAS,SG,61,61,2358,10.2,23.7,.430,1.3,4.6,.282,8.9,19.1,.465,.457,7.7,9.9,.777,1.6,6.7,8.3,6.2,3.8,0.4,3.3,3.7,29.3,110,104,"DPOY-6,DEF1"
91,82,Grant Hill,32,ORL,SF,67,67,2338,11.2,22.0,.509,0.1,0.3,.231,11.1,21.7,.513,.511,6.1,7.4,.821,1.7,5.2,6.9,4.8,2.1,0.6,3.5,3.1,28.5,111,108,AS
92,83,Lamar Odom,25,LAL,PF,64,64,2320,8.3,17.6,.473,0.8,2.7,.308,7.5,15.0,.502,.496,4.7,6.8,.695,3.1,11.8,14.9,5.4,1.0,1.5,3.7,4.8,22.2,107,108,
93,84,Mehmet Okur,25,UTA,C,82,25,2304,8.3,17.8,.468,0.4,1.5,.270,7.9,16.3,.486,.479,7.8,9.1,.850,4.6,9.9,14.5,3.9,0.8,1.6,3.3,5.4,24.9,115,108,6MOY-11
94,85,Lorenzen Wright,29,MEM,C,80,77,2287,7.6,16.2,.469,0.0,0.1,.000,7.6,16.1,.471,.469,3.1,4.7,.662,4.2,10.3,14.5,2.1,1.4,1.6,2.4,6.0,18.3,103,101,
95,86,Mike Miller,24,MEM,SF,76,51,2278,9.2,18.2,.505,3.3,7.7,.433,5.9,10.6,.558,.597,2.6,3.6,.720,0.9,6.3,7.1,5.2,1.3,0.5,3.0,4.7,24.3,114,105,
96,87,Primož Brezec,25,CHA,C,72,72,2276,8.8,17.3,.512,0.0,0.0,,8.8,17.3,.512,.512,3.7,5.0,.745,5.2,7.0,12.1,2.0,0.8,1.3,2.4,4.2,21.4,111,109,
97,88,Kenyon Martin,27,DEN,PF,70,67,2272,10.0,20.5,.490,0.0,0.3,.000,10.0,20.2,.496,.490,4.5,7.0,.646,3.3,8.2,11.5,3.8,2.3,1.8,3.4,5.2,24.6,103,102,
98,89,Fred Jones,25,IND,SG,77,14,2268,6.7,15.7,.425,2.1,5.6,.380,4.6,10.1,.450,.492,4.3,5.0,.850,0.8,5.0,5.9,4.8,1.5,0.8,2.8,4.2,19.7,108,107,
99,90,Joe Smith,29,MIL,PF,74,73,2265,7.4,14.5,.514,0.0,0.0,.000,7.4,14.5,.515,.514,4.1,5.3,.768,4.2,8.5,12.6,1.6,1.0,0.9,1.8,5.2,19.0,116,109,
100,91,Mo Williams,22,MIL,PG,80,80,2254,7.6,17.3,.438,0.8,2.3,.323,6.8,15.0,.456,.460,3.2,3.8,.850,1.2,4.6,5.7,11.4,1.7,0.3,4.6,5.2,19.1,102,111,
101,92,Derek Fisher,30,GSW,PG,74,32,2222,6.9,17.5,.393,2.5,6.7,.371,4.4,10.7,.407,.465,4.1,4.7,.862,0.9,4.2,5.0,7.0,1.8,0.1,3.0,4.1,20.3,106,109,
102,93,Tim Duncan,28,SAS,PF,66,66,2203,12.7,25.5,.496,0.1,0.2,.333,12.6,25.3,.498,.498,7.5,11.1,.670,4.9,13.0,17.9,4.4,1.1,4.3,3.1,3.5,32.9,112,93,"MVP-4,DPOY-4,AS,NBA1,DEF1"
103,94,Raef LaFrentz,28,BOS,PF,80,80,2196,8.0,16.1,.496,1.9,5.3,.364,6.1,10.8,.559,.555,2.8,3.5,.811,3.6,9.3,13.0,2.3,1.0,2.3,1.6,6.1,20.7,120,105,
104,95,Manu Ginóbili,27,SAS,SG,74,74,2193,9.0,19.2,.471,2.4,6.4,.376,6.6,12.8,.517,.533,8.7,10.9,.803,1.8,6.3,8.1,7.1,2.9,0.7,4.2,4.7,29.2,117,98,"DPOY-18,AS"
105,96,Tyson Chandler,22,CHI,C,80,10,2189,4.9,9.9,.494,0.0,0.0,.000,4.9,9.9,.496,.494,5.4,8.0,.673,6.2,12.2,18.4,1.5,1.6,3.3,2.8,6.4,15.2,112,94,"DPOY-18,6MOY-11"
106,97,Chris Duhon,22,CHI,PG,82,73,2177,4.1,11.6,.352,2.2,6.3,.355,1.9,5.3,.350,.449,1.2,1.6,.731,0.5,4.5,5.1,9.5,2.0,0.1,2.8,4.9,11.6,102,102,
107,98,Kenny Thomas,27,2TM,PF,73,58,2167,8.6,18.4,.470,0.0,0.1,.200,8.6,18.2,.472,.471,4.1,5.3,.762,4.3,8.3,12.6,3.6,1.6,0.4,3.1,5.3,21.3,105,106,
108,98,Kenny Thomas,27,PHI,PF,47,43,1344,8.2,17.9,.456,0.0,0.2,.250,8.1,17.8,.458,.457,3.6,4.5,.798,4.0,7.6,11.6,2.9,1.5,0.2,3.1,5.7,19.9,100,105,
109,98,Kenny Thomas,27,SAC,PF,26,15,823,9.4,19.1,.492,0.0,0.1,.000,9.4,19.1,.493,.492,4.9,6.8,.722,4.9,9.3,14.2,4.7,1.7,0.7,3.0,4.8,23.7,111,106,
110,99,Earl Boykins,28,DEN,PG,82,5,2162,8.1,19.6,.413,1.3,3.9,.337,6.7,15.6,.432,.447,6.6,7.2,.921,0.9,2.5,3.4,8.8,1.9,0.3,2.9,2.9,24.1,112,108,6MOY-3
111,100,Gerald Wallace,22,CHA,SF,70,68,2147,6.9,15.4,.449,0.4,1.5,.274,6.5,13.9,.468,.462,4.6,7.0,.661,2.9,6.5,9.4,3.3,2.8,2.2,3.9,4.4,18.9,97,104,
112,101,Mark Blount,29,BOS,C,82,57,2130,7.9,14.9,.529,0.0,0.0,.000,7.9,14.9,.530,.529,2.8,4.0,.713,3.5,6.1,9.6,3.1,0.8,1.5,3.8,5.5,18.6,103,108,
113,102,Reggie Miller,39,IND,SG,66,66,2105,8.2,18.8,.437,2.5,7.8,.322,5.7,11.0,.518,.503,6.5,7.0,.933,0.5,3.6,4.1,3.8,1.3,0.1,2.0,2.9,25.5,118,109,
